day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-07;A.A.S.E;35.98;16.36;25.23;37.96;10.75;-21.6
2020-06-20;E.E.3.E;21.55;4.62;28.99;91.17;-7.44;-86.55
2020-08-29;C.C.1.B;30.21;37.27;21.86;59.87;8.35;-22.6
2020-10-09;C.C.2.D;23.55;65.88;10.67;76.75;12.88;-10.87
2020-10-10;A.A.S.E;15.62;76.97;22.73;75.87;-7.11;1.1
2020-10-13;C.B.S.C;36.6;14.38;35.29;40.09;1.31;-25.71
2020-12-18;D.A.1.E;15.15;3.0;28.16;6.28;-13.01;-3.28
2021-02-06;B.B.3.E;16.72;35.48;28.33;50.57;-11.61;-15.09
2021-05-30;D.E.3.E;13.82;18.47;14.73;15.83;-0.91;2.64
2021-06-12;A.B.0.C;31.51;13.67;15.11;20.08;16.4;-6.41
2021-06-15;C.D.2.E;19.15;99.33;27.36;88.4;-8.21;10.93
2021-06-18;E.E.2.A;19.9;82.79;18.47;48.2;1.43;34.59
2021-06-29;E.E.1.E;17.18;50.98;10.4;61.28;6.78;-10.3
2021-06-29;E.C.S.A;35.41;8.27;21.4;5.09;14.01;3.18
2021-07-20;E.C.2.C;10.67;91.44;30.88;53.39;-20.21;38.05
2021-09-09;B.E.S.D;29.61;38.41;22.68;87.71;6.93;-49.3
2021-10-14;E.D.3.B;26.52;74.69;35.08;76.63;-8.56;-1.94
2021-11-06;B.B.1.C;34.39;62.43;10.47;85.53;23.92;-23.1
2021-12-03;C.B.3.D;10.06;82.06;22.44;43.68;-12.38;38.38
2022-04-29;E.D.2.B;32.57;44.26;18.96;19.58;13.61;24.68
