day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-12;D.D.3.D;24.5;61.43;23.53;98.38;0.97;-36.95
2020-05-19;E.A.S.B;19.19;94.22;30.91;83.09;-11.72;11.13
2020-05-24;C.E.S.C;20.05;27.73;24.63;94.33;-4.58;-66.6
2020-05-26;C.C.0.D;12.14;11.47;29.94;32.79;-17.8;-21.32
2020-08-07;E.E.3.D;17.68;3.07;17.52;6.66;0.16;-3.59
2020-11-09;B.C.2.D;14.94;56.86;35.52;23.35;-20.58;33.51
2020-11-29;C.C.S.D;24.29;74.99;20.52;48.38;3.77;26.61
2020-12-01;B.C.2.B;33.45;92.7;26.01;96.73;7.44;-4.03
2021-04-02;B.A.S.A;16.95;30.8;36.92;45.35;-19.97;-14.55
2021-05-15;A.D.0.D;24.56;31.68;24.04;52.33;0.52;-20.65
2021-09-21;E.D.S.A;13.36;74.15;22.62;96.61;-9.26;-22.46
2021-12-12;B.B.2.A;16.63;68.99;11.85;23.09;4.78;45.9
2021-12-26;D.E.2.B;23.99;77.37;12.43;77.24;11.56;0.13
2022-01-11;B.C.3.D;22.59;13.85;37.34;71.63;-14.75;-57.78
2022-03-11;D.B.0.D;17.11;23.2;34.17;27.2;-17.06;-4.0
2022-05-14;B.E.0.D;25.69;73.42;17.69;49.61;8.0;23.81
2022-05-15;D.D.0.A;10.36;29.46;11.53;80.2;-1.17;-50.74
