day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-08;B.B.S.D;26.63;81.93;10.7;73.86;15.93;8.07
2020-05-11;E.E.1.C;32.93;80.52;22.35;67.0;10.58;13.52
2020-07-11;B.B.2.B;24.45;94.97;15.11;82.17;9.34;12.8
2020-07-18;E.C.1.B;12.14;54.89;14.49;6.24;-2.35;48.65
2020-10-24;A.A.1.B;15.46;57.46;32.32;11.63;-16.86;45.83
2020-11-11;D.B.3.C;32.0;70.36;31.27;77.08;0.73;-6.72
2020-12-06;A.C.3.A;25.56;20.5;21.23;2.33;4.33;18.17
2020-12-18;A.A.1.C;12.33;17.97;28.89;87.64;-16.56;-69.67
2021-02-10;B.E.1.A;20.81;21.78;20.66;50.77;0.15;-28.99
2021-03-28;E.D.1.C;13.39;15.84;13.19;1.66;0.2;14.18
2021-09-16;E.B.S.B;31.71;66.66;11.51;46.49;20.2;20.17
2021-10-01;D.A.1.D;30.52;83.26;20.82;2.05;9.7;81.21
2021-11-01;E.C.3.E;24.3;73.58;29.59;59.36;-5.29;14.22
2021-12-26;A.B.0.B;25.01;45.99;29.71;98.08;-4.7;-52.09
2022-05-07;B.E.2.B;29.65;21.26;26.5;40.42;3.15;-19.16
2022-05-14;E.D.2.C;26.56;99.46;34.76;14.02;-8.2;85.44
2022-06-07;B.C.1.E;28.35;23.71;20.53;39.78;7.82;-16.07
2021-05-14;D.A.1.C;19.82;66.69;34.25;69.27;-14.43;-2.58
