day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-25;C.B.3.E;33.99;41.27;35.61;80.0;-1.62;-38.73
2020-07-19;B.D.2.E;29.28;54.72;25.95;78.82;3.33;-24.1
2020-09-11;E.C.3.E;32.69;46.99;34.41;45.15;-1.72;1.84
2020-09-22;A.D.3.C;12.62;33.26;19.37;24.27;-6.75;8.99
2020-10-18;C.E.0.C;35.82;87.06;36.44;32.78;-0.62;54.28
2021-03-24;B.A.S.C;28.99;99.5;25.07;63.93;3.92;35.57
2021-09-14;C.C.1.B;26.22;76.15;11.71;10.58;14.51;65.57
2022-02-18;D.C.2.D;35.63;5.22;23.17;35.49;12.46;-30.27
2022-08-29;D.C.2.E;11.98;49.64;34.16;46.17;-22.18;3.47
2021-11-19;D.C.2.C;18.52;26.7;29.12;63.72;-10.6;-37.02
2022-01-30;A.A.1.A;26.92;16.78;32.51;98.53;-5.59;-81.75
2022-06-23;E.A.S.E;22.8;61.41;14.96;70.83;7.84;-9.42
