day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-09-25;C.D.3.E;15.64;58.52;13.09;88.53;2.55;-30.01
2021-01-13;B.D.S.B;25.34;17.45;26.11;66.3;-0.77;-48.85
2021-04-08;D.C.2.C;23.69;38.57;25.41;1.83;-1.72;36.74
2021-04-22;E.E.0.A;19.44;8.13;21.98;26.65;-2.54;-18.52
2021-04-28;E.E.3.D;27.82;99.91;20.11;63.55;7.71;36.36
2021-05-07;C.C.3.E;37.24;62.01;13.75;77.57;23.49;-15.56
2021-06-15;D.D.1.A;37.15;75.72;21.56;49.98;15.59;25.74
2021-08-15;D.A.3.A;27.22;15.35;17.71;85.56;9.51;-70.21
2021-11-02;A.E.2.A;23.16;49.54;37.07;59.77;-13.91;-10.23
2022-01-22;D.E.0.E;21.26;23.2;33.9;67.66;-12.64;-44.46
2022-06-27;B.C.S.D;18.91;40.59;27.1;14.08;-8.19;26.51
2022-07-02;C.D.1.E;23.27;64.08;24.86;58.05;-1.59;6.03
2021-08-20;A.C.2.D;31.73;46.12;35.37;0.84;-3.64;45.28
2022-01-24;A.E.3.D;15.99;53.42;25.91;36.95;-9.92;16.47
