day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-08;A.E.2.C;35.7;12.54;19.66;98.75;16.04;-86.21
2020-04-27;E.D.2.E;26.36;95.48;25.19;60.5;1.17;34.98
2020-05-11;D.B.2.E;26.26;13.63;29.27;73.57;-3.01;-59.94
2020-05-22;A.E.2.E;29.13;30.53;24.71;94.61;4.42;-64.08
2020-05-22;C.A.0.D;33.16;9.56;22.12;53.2;11.04;-43.64
2020-05-30;D.C.2.E;27.96;68.52;27.65;8.22;0.31;60.3
2020-05-31;E.B.3.A;11.43;47.25;34.73;71.0;-23.3;-23.75
2020-05-31;B.D.1.C;34.91;18.09;28.64;99.09;6.27;-81.0
2020-07-13;D.E.1.E;36.71;40.42;21.36;37.59;15.35;2.83
2020-08-08;A.D.0.A;36.76;89.33;30.34;45.49;6.42;43.84
2020-10-19;E.A.1.E;26.61;97.34;28.42;79.92;-1.81;17.42
2020-11-23;A.E.3.E;12.25;63.6;31.95;79.32;-19.7;-15.72
2020-12-08;E.B.0.E;37.48;60.8;16.64;82.89;20.84;-22.09
2021-01-08;C.A.1.E;20.75;40.28;35.0;16.75;-14.25;23.53
2021-01-30;A.A.0.E;27.65;31.82;21.92;97.48;5.73;-65.66
2021-03-13;B.C.2.B;33.23;34.49;37.18;56.52;-3.95;-22.03
2021-03-30;A.D.1.A;36.79;71.2;32.34;51.43;4.45;19.77
2021-08-15;D.A.0.D;32.34;80.23;24.21;73.35;8.13;6.88
2021-08-18;B.C.0.D;13.15;2.07;13.99;82.71;-0.84;-80.64
2021-10-13;E.C.S.E;25.41;17.61;27.41;47.94;-2.0;-30.33
2022-02-14;D.C.2.C;35.2;38.24;21.21;30.77;13.99;7.47
2022-03-04;C.B.S.C;17.84;31.65;24.36;19.11;-6.52;12.54
2022-03-23;A.A.S.A;35.57;80.73;24.55;65.92;11.02;14.81
2022-06-04;E.B.0.B;13.54;99.3;29.14;5.5;-15.6;93.8
2022-08-07;D.D.1.A;23.9;0.58;26.92;76.92;-3.02;-76.34
