day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-27;C.B.1.D;24.07;78.2;15.65;15.53;8.42;62.67
2020-07-04;B.B.0.E;22.74;58.55;34.27;31.85;-11.53;26.7
2020-07-11;E.A.2.C;18.13;89.63;23.88;68.42;-5.75;21.21
2020-10-29;B.E.S.A;35.23;7.53;21.79;91.51;13.44;-83.98
2020-12-12;D.D.2.B;24.62;53.76;31.24;65.79;-6.62;-12.03
2021-04-12;B.C.S.B;10.93;10.31;18.38;8.54;-7.45;1.77
2021-08-04;A.A.1.A;14.27;61.75;31.74;44.89;-17.47;16.86
2021-08-13;B.C.1.A;20.99;37.62;34.11;33.59;-13.12;4.03
2021-09-09;E.D.1.A;31.45;0.45;30.33;19.04;1.12;-18.59
2022-05-02;A.C.1.C;34.51;52.09;16.93;56.26;17.58;-4.17
2022-05-27;B.D.S.E;32.56;2.97;29.35;76.15;3.21;-73.18
2022-06-03;E.B.1.B;34.67;27.49;29.96;52.24;4.71;-24.75
2022-07-17;B.E.1.C;32.2;7.98;10.95;69.6;21.25;-61.62
2022-01-08;B.A.1.D;23.31;38.59;20.99;73.3;2.32;-34.71
