day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-27;A.E.S.A;30.1;82.13;18.98;59.3;11.12;22.83
2020-06-23;C.C.3.E;33.15;43.2;23.0;93.88;10.15;-50.68
2020-08-25;B.B.S.A;19.88;65.93;24.21;9.67;-4.33;56.26
2020-08-30;B.A.1.B;33.91;27.01;29.26;5.05;4.65;21.96
2020-08-31;C.E.S.D;31.49;30.98;29.51;65.16;1.98;-34.18
2020-09-20;C.C.2.C;13.93;1.0;22.03;68.18;-8.1;-67.18
2020-11-10;C.C.S.C;31.89;78.26;35.43;26.14;-3.54;52.12
2020-11-17;C.A.3.D;13.5;73.95;23.49;53.42;-9.99;20.53
2021-01-13;E.B.2.B;30.71;26.6;10.41;95.08;20.3;-68.48
2021-06-19;D.E.S.A;20.55;86.72;34.88;38.74;-14.33;47.98
2021-07-26;E.B.1.B;18.45;90.41;22.43;29.3;-3.98;61.11
2021-11-06;E.E.2.C;32.92;14.54;13.99;93.58;18.93;-79.04
2021-11-24;B.A.2.D;11.93;6.91;20.14;43.74;-8.21;-36.83
2021-12-05;B.B.1.C;16.21;13.5;22.98;73.53;-6.77;-60.03
2022-05-01;D.C.0.E;19.19;82.86;34.59;44.55;-15.4;38.31
2022-07-04;A.B.2.E;16.94;77.19;19.21;29.27;-2.27;47.92
2022-07-13;B.C.0.E;13.53;60.72;20.09;81.79;-6.56;-21.07
2022-08-20;B.D.S.B;29.22;0.23;15.5;26.26;13.72;-26.03
2021-05-12;A.C.0.C;35.35;5.06;26.12;24.54;9.23;-19.48
2021-08-13;C.A.0.B;10.54;96.9;32.71;65.29;-22.17;31.61
