day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-26;A.A.2.C;13.36;78.78;13.45;91.31;-0.09;-12.53
2020-05-11;D.A.2.E;18.28;24.85;36.79;65.21;-18.51;-40.36
2020-06-05;C.C.0.C;24.49;2.33;17.0;40.1;7.49;-37.77
2020-08-30;E.A.0.D;29.12;69.75;26.57;22.11;2.55;47.64
2020-09-01;B.A.1.D;29.68;52.27;11.23;19.91;18.45;32.36
2020-09-19;B.A.3.E;16.12;36.45;31.67;94.36;-15.55;-57.91
2020-11-01;A.A.S.B;17.43;42.79;24.89;63.71;-7.46;-20.92
2021-03-23;B.A.0.A;30.9;12.73;35.44;9.97;-4.54;2.76
2021-04-18;D.C.1.B;14.54;77.72;28.4;28.53;-13.86;49.19
2021-04-25;A.A.S.A;14.35;19.06;34.47;14.16;-20.12;4.9
2021-08-28;C.C.S.B;26.06;20.65;32.17;59.54;-6.11;-38.89
2021-09-19;E.E.3.B;23.0;31.01;27.69;63.22;-4.69;-32.21
2021-10-03;A.B.1.C;33.26;57.32;19.07;78.09;14.19;-20.77
2021-11-01;A.E.0.B;32.41;42.16;18.58;69.27;13.83;-27.11
2022-04-22;B.D.S.C;25.71;38.22;21.19;53.44;4.52;-15.22
2022-06-06;B.B.2.C;29.11;50.64;12.48;15.54;16.63;35.1
2022-06-17;B.E.0.B;36.86;51.38;15.08;87.39;21.78;-36.01
2022-07-06;A.C.2.E;27.13;33.54;12.25;75.31;14.88;-41.77
2022-08-04;D.A.2.B;28.35;58.39;13.1;44.82;15.25;13.57
2022-08-27;E.D.2.B;27.22;89.98;36.25;34.99;-9.03;54.99
2021-08-09;A.B.2.E;22.45;43.44;20.73;89.66;1.72;-46.22
2022-02-12;B.D.0.D;32.71;7.59;34.59;4.66;-1.88;2.93
