day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-07;A.B.2.D;36.43;43.21;23.99;51.72;12.44;-8.51
2020-09-02;C.C.2.E;31.79;28.97;22.51;25.5;9.28;3.47
2020-09-18;D.C.S.D;15.89;11.48;29.41;91.91;-13.52;-80.43
2020-10-04;E.E.2.A;19.1;13.89;32.57;9.45;-13.47;4.44
2020-11-11;E.C.1.E;22.86;77.37;37.34;52.28;-14.48;25.09
2021-03-04;E.B.S.B;10.55;22.07;20.04;18.83;-9.49;3.24
2021-03-12;D.C.S.C;13.01;0.07;15.99;96.13;-2.98;-96.06
2021-04-16;C.A.2.A;29.03;81.45;30.21;96.23;-1.18;-14.78
2021-04-27;D.B.2.B;37.36;17.51;26.23;19.18;11.13;-1.67
2021-05-08;C.A.3.E;20.47;60.91;27.08;10.11;-6.61;50.8
2021-07-17;A.D.1.C;22.47;83.95;22.86;20.0;-0.39;63.95
2021-07-22;B.C.1.B;12.97;62.73;13.87;98.23;-0.9;-35.5
2021-11-05;B.B.1.D;23.7;48.11;14.74;31.09;8.96;17.02
2021-11-20;B.D.1.D;11.43;75.61;37.48;62.84;-26.05;12.77
2021-12-01;A.A.2.A;26.45;14.98;14.69;24.36;11.76;-9.38
2021-12-26;C.B.0.D;34.21;83.08;32.6;93.45;1.61;-10.37
2022-01-09;A.D.0.B;19.42;0.53;28.96;93.79;-9.54;-93.26
2022-04-17;A.A.0.C;18.91;19.52;16.16;26.11;2.75;-6.59
2022-06-02;A.B.S.D;21.11;29.42;27.45;60.61;-6.34;-31.19
2022-06-17;E.C.3.E;30.48;49.73;19.51;18.91;10.97;30.82
2022-06-24;D.B.S.A;28.23;67.1;19.43;2.16;8.8;64.94
2022-07-03;D.A.S.B;31.23;44.72;36.69;97.79;-5.46;-53.07
