day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-18;C.E.1.E;31.51;25.2;22.59;88.57;8.92;-63.37
2020-07-09;E.E.3.C;33.71;45.13;28.52;82.92;5.19;-37.79
2020-07-22;E.D.S.B;13.46;97.15;23.38;24.74;-9.92;72.41
2020-08-21;D.E.3.E;27.59;48.92;33.83;31.5;-6.24;17.42
2020-08-22;B.B.S.C;33.67;19.89;29.81;17.23;3.86;2.66
2020-08-29;A.B.2.B;22.37;32.19;14.57;79.44;7.8;-47.25
2020-09-11;A.B.3.B;35.6;0.32;24.36;84.34;11.24;-84.02
2020-12-22;C.B.3.A;35.54;92.69;19.19;82.09;16.35;10.6
2021-02-05;E.B.1.A;28.9;66.29;15.5;0.43;13.4;65.86
2021-02-10;E.C.2.C;21.25;54.55;29.5;61.35;-8.25;-6.8
2021-05-11;E.C.0.D;14.91;19.54;18.46;20.02;-3.55;-0.48
2021-06-07;A.A.3.A;27.99;51.44;25.42;94.99;2.57;-43.55
2021-06-17;A.E.1.E;12.82;72.63;23.19;82.51;-10.37;-9.88
2021-08-21;D.E.3.E;16.94;17.49;24.79;39.32;-7.85;-21.83
2022-01-13;D.B.2.A;28.35;85.59;16.5;11.16;11.85;74.43
2022-04-19;E.B.S.B;23.92;73.2;33.28;44.48;-9.36;28.72
2022-07-12;C.E.3.E;37.2;13.21;15.14;22.81;22.06;-9.6
2022-08-24;E.C.1.A;11.03;29.65;12.72;80.44;-1.69;-50.79
2021-06-11;D.B.2.E;30.07;35.16;17.92;13.21;12.15;21.95
2022-03-31;A.C.0.C;13.29;55.73;19.84;58.81;-6.55;-3.08
2022-07-02;E.D.S.D;10.23;17.32;34.17;44.88;-23.94;-27.56
