day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-08;E.D.1.B;34.4;76.81;14.51;91.57;19.89;-14.76
2020-06-13;B.B.2.A;37.08;32.55;16.73;10.02;20.35;22.53
2020-07-25;E.A.2.D;14.76;35.73;32.44;82.74;-17.68;-47.01
2020-07-27;A.E.2.D;37.05;59.66;10.61;7.57;26.44;52.09
2020-08-03;A.B.S.E;29.52;46.31;22.42;6.09;7.1;40.22
2020-08-22;C.A.S.E;27.3;96.73;15.9;68.25;11.4;28.48
2020-08-25;E.B.S.E;26.83;67.02;34.81;56.75;-7.98;10.27
2020-09-07;C.B.3.B;33.31;1.05;18.14;61.76;15.17;-60.71
2020-12-04;E.D.1.C;16.38;37.56;23.34;23.52;-6.96;14.04
2020-12-27;B.D.3.D;31.34;29.46;24.16;20.73;7.18;8.73
2021-04-01;B.A.1.A;29.27;89.53;25.33;44.03;3.94;45.5
2021-05-06;C.D.0.B;27.5;37.42;25.51;21.07;1.99;16.35
2021-05-20;C.C.S.A;13.32;47.23;14.41;96.45;-1.09;-49.22
2021-06-12;B.D.3.A;19.45;36.77;32.16;85.99;-12.71;-49.22
2021-06-28;D.A.S.A;21.21;63.5;27.2;59.31;-5.99;4.19
2021-11-30;B.E.1.C;23.29;40.61;25.01;73.0;-1.72;-32.39
2022-01-05;C.C.0.D;14.55;97.62;35.78;33.88;-21.23;63.74
2022-02-11;D.C.S.D;34.27;84.16;10.09;56.08;24.18;28.08
2022-03-08;E.A.2.B;34.21;91.4;26.65;46.9;7.56;44.5
2022-04-11;C.C.3.D;36.31;60.88;32.43;3.75;3.88;57.13
2022-05-04;D.A.S.C;30.76;75.48;26.81;39.07;3.95;36.41
2021-12-25;D.E.3.D;10.11;72.79;19.53;44.29;-9.42;28.5
2022-01-15;A.B.3.C;32.85;10.41;29.28;70.09;3.57;-59.68
