day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-30;B.C.0.E;31.96;12.6;24.19;95.19;7.77;-82.59
2020-08-10;C.B.2.A;18.97;27.34;22.12;44.96;-3.15;-17.62
2020-08-31;B.A.1.A;31.65;26.42;33.04;22.28;-1.39;4.14
2020-09-30;A.B.3.A;28.32;38.11;27.8;62.34;0.52;-24.23
2020-10-19;C.B.S.C;31.79;20.42;20.05;8.55;11.74;11.87
2020-11-08;B.C.1.E;24.33;18.92;22.03;29.05;2.3;-10.13
2020-11-17;D.E.1.E;15.72;81.39;13.91;94.51;1.81;-13.12
2020-11-21;D.B.S.B;18.63;47.33;32.22;83.8;-13.59;-36.47
2021-05-24;A.D.3.B;28.03;29.42;33.13;22.77;-5.1;6.65
2021-05-28;E.E.0.B;30.22;65.19;31.71;19.89;-1.49;45.3
2021-06-03;C.E.2.D;34.33;31.82;33.64;23.11;0.69;8.71
2021-07-03;D.C.0.C;35.67;57.79;14.97;3.31;20.7;54.48
2021-12-06;A.B.3.A;16.4;73.72;18.32;18.96;-1.92;54.76
2022-03-17;B.A.2.A;29.61;74.55;12.98;62.39;16.63;12.16
2022-06-05;A.E.S.B;35.27;88.92;18.93;47.93;16.34;40.99
2022-07-29;B.D.2.B;27.42;3.67;35.78;33.07;-8.36;-29.4
2021-11-15;A.B.2.A;11.92;27.47;18.97;73.2;-7.05;-45.73
2022-02-05;A.E.3.C;30.94;45.33;26.69;85.23;4.25;-39.9
