day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-17;D.A.3.A;13.54;78.06;25.76;16.06;-12.22;62.0
2020-07-02;A.B.1.E;14.64;31.06;25.63;90.12;-10.99;-59.06
2020-07-19;B.C.S.C;11.55;29.0;28.34;43.16;-16.79;-14.16
2020-08-31;A.A.S.D;37.33;60.36;24.95;81.4;12.38;-21.04
2020-10-02;B.D.S.B;34.23;68.1;13.37;12.45;20.86;55.65
2020-11-02;E.A.S.C;28.4;2.5;17.48;6.36;10.92;-3.86
2020-11-09;B.D.S.C;15.58;53.04;25.79;84.01;-10.21;-30.97
2021-04-18;E.A.3.B;14.81;79.42;27.51;63.08;-12.7;16.34
2021-05-30;A.A.S.D;29.07;18.36;22.2;24.05;6.87;-5.69
2021-07-21;B.E.2.E;33.49;93.27;37.01;38.83;-3.52;54.44
2021-11-19;D.C.1.D;18.07;28.84;20.27;48.62;-2.2;-19.78
2022-05-15;C.D.S.E;23.4;73.6;25.68;95.28;-2.28;-21.68
2022-07-14;A.E.S.E;32.06;46.05;18.31;2.91;13.75;43.14
2022-08-17;A.B.0.A;26.4;27.61;28.65;30.67;-2.25;-3.06
2022-03-25;E.E.1.A;23.62;0.44;18.43;43.33;5.19;-42.89
