day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-11;C.B.1.B;31.0;9.4;18.88;14.15;12.12;-4.75
2020-05-03;B.B.S.A;14.21;69.07;21.21;8.2;-7.0;60.87
2020-07-11;C.B.1.B;22.82;16.2;32.31;50.32;-9.49;-34.12
2020-07-24;B.D.3.A;32.0;57.98;23.85;54.72;8.15;3.26
2020-12-19;B.D.0.E;11.75;91.82;24.28;0.11;-12.53;91.71
2020-12-22;E.A.S.B;17.6;24.87;32.51;54.56;-14.91;-29.69
2020-12-30;D.B.S.B;36.44;76.29;35.69;95.75;0.75;-19.46
2021-01-04;E.A.S.E;22.18;37.04;36.21;40.11;-14.03;-3.07
2021-02-28;D.C.0.C;12.28;42.21;27.3;2.56;-15.02;39.65
2021-03-05;C.A.S.A;20.69;4.12;32.58;77.57;-11.89;-73.45
2021-03-24;E.E.1.B;10.07;76.44;35.73;74.22;-25.66;2.22
2021-05-28;B.B.S.A;23.22;81.89;11.99;46.82;11.23;35.07
2021-07-14;C.E.3.D;11.9;93.58;28.47;51.6;-16.57;41.98
2021-08-19;D.C.3.D;31.52;90.08;33.77;98.31;-2.25;-8.23
2022-04-27;C.E.2.D;17.06;24.86;15.6;88.53;1.46;-63.67
2022-05-04;E.B.1.B;34.65;57.97;36.71;1.14;-2.06;56.83
2022-07-10;D.D.S.C;26.79;65.23;29.09;56.35;-2.3;8.88
2020-10-15;E.B.0.A;17.99;16.18;37.39;34.14;-19.4;-17.96
2020-10-18;E.B.0.B;30.53;14.44;23.42;46.23;7.11;-31.79
2021-01-17;B.A.1.C;29.12;11.0;26.76;80.43;2.36;-69.43
