day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-30;A.C.S.E;21.19;75.94;16.32;42.79;4.87;33.15
2020-09-03;E.C.2.B;20.51;57.4;15.51;8.01;5.0;49.39
2020-11-21;A.C.0.E;12.87;78.98;17.59;2.75;-4.72;76.23
2020-11-30;C.B.2.E;22.43;88.6;19.95;72.74;2.48;15.86
2020-11-30;C.A.0.A;19.31;94.95;24.14;74.23;-4.83;20.72
2021-05-15;B.A.3.B;35.96;93.35;31.28;52.47;4.68;40.88
2021-05-28;E.B.0.C;14.02;64.55;21.7;51.51;-7.68;13.04
2021-06-01;D.E.0.A;13.68;25.06;18.37;36.43;-4.69;-11.37
2021-06-05;A.E.1.E;13.95;91.8;10.12;46.5;3.83;45.3
2021-07-23;B.E.3.B;25.84;49.64;31.93;43.07;-6.09;6.57
2021-08-01;C.D.2.D;26.86;84.41;13.17;56.22;13.69;28.19
2021-08-22;A.A.1.C;34.14;4.53;36.66;84.41;-2.52;-79.88
2021-08-26;D.E.3.D;20.9;64.69;23.87;46.18;-2.97;18.51
2021-09-05;B.D.S.A;37.11;19.14;15.46;18.9;21.65;0.24
2021-10-01;E.B.1.B;35.48;82.67;18.32;6.89;17.16;75.78
2021-10-24;E.B.1.B;12.54;15.36;29.43;38.82;-16.89;-23.46
2022-02-03;E.D.0.B;12.26;42.5;15.39;42.27;-3.13;0.23
2022-02-27;E.C.3.C;16.57;94.06;27.2;66.13;-10.63;27.93
2022-03-21;C.E.0.C;37.28;72.3;33.74;38.26;3.54;34.04
2022-08-15;A.E.1.C;13.35;0.74;31.67;18.41;-18.32;-17.67
2022-08-15;D.C.3.D;34.25;54.37;29.07;8.05;5.18;46.32
2020-10-05;E.D.2.D;20.54;64.3;11.03;40.03;9.51;24.27
2021-09-05;C.E.0.A;21.7;66.7;33.02;96.62;-11.32;-29.92
