day;fullRoomLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-02;E.D.2.E;23.2;52.17;36.79;8.93;-13.59;43.24
2020-05-14;B.A.0.B;12.73;29.7;14.17;88.78;-1.44;-59.08
2020-07-01;D.E.0.C;33.76;23.75;23.3;1.78;10.46;21.97
2020-08-08;C.C.0.C;12.83;25.73;27.76;2.31;-14.93;23.42
2020-08-29;D.A.S.B;11.13;25.2;11.57;43.18;-0.44;-17.98
2020-09-28;A.E.1.B;15.08;56.83;36.54;88.24;-21.46;-31.41
2020-11-07;C.B.S.A;19.66;86.87;35.61;19.4;-15.95;67.47
2020-12-14;C.E.2.E;18.91;45.2;19.14;7.52;-0.23;37.68
2020-12-24;C.D.3.C;16.73;77.9;13.65;37.73;3.08;40.17
2020-12-26;E.C.1.B;24.87;87.73;36.77;34.31;-11.9;53.42
2021-02-04;B.E.2.E;22.51;40.44;19.89;36.29;2.62;4.15
2021-02-05;D.B.2.C;16.07;76.27;16.15;35.95;-0.08;40.32
2021-03-25;E.C.0.E;26.95;45.61;23.37;79.26;3.58;-33.65
2021-04-05;C.B.3.A;10.09;21.66;11.89;3.44;-1.8;18.22
2021-04-07;E.C.S.C;24.42;49.19;10.99;33.48;13.43;15.71
2021-06-16;B.A.S.B;23.95;56.85;19.87;92.61;4.08;-35.76
2021-08-01;D.B.2.C;25.98;81.45;20.34;5.75;5.64;75.7
2021-10-23;E.A.3.D;31.98;47.61;13.34;52.9;18.64;-5.29
2021-11-11;B.B.1.E;24.36;46.45;31.09;24.18;-6.73;22.27
2021-11-14;D.D.3.A;16.69;93.89;16.84;85.61;-0.15;8.28
2021-12-09;B.B.0.C;10.07;87.09;11.26;83.89;-1.19;3.2
2022-01-02;B.E.1.C;19.31;84.37;31.27;93.46;-11.96;-9.09
2022-02-06;D.C.S.D;29.6;42.52;15.61;84.26;13.99;-41.74
2022-02-11;A.B.3.D;36.58;75.75;26.07;55.88;10.51;19.87
2022-02-26;A.E.2.D;18.66;38.02;19.75;20.52;-1.09;17.5
2022-08-03;E.A.0.E;17.0;8.93;32.97;75.85;-15.97;-66.92
2022-08-12;D.E.0.C;12.51;68.37;13.26;5.27;-0.75;63.1
