fullFloorLocation;dateTime;avg_temp;avg_hum
A.A.0;2020-04-04T07:50:00.000+02:00;24.81;1.43
A.A.0;2020-04-07T14:38:00.000+02:00;25.79;28.44
A.A.0;2020-04-08T14:28:00.000+02:00;25.25;25.08
A.A.0;2020-04-15T02:03:00.000+02:00;25.22;48.9
A.A.0;2020-04-19T17:27:00.000+02:00;17.3;71.96
A.A.0;2020-04-27T20:55:00.000+02:00;21.64;7.95
A.A.0;2020-05-10T09:35:00.000+02:00;23.31;33.65
A.A.0;2020-05-14T10:37:00.000+02:00;22.72;40.68
A.A.0;2020-05-16T13:39:00.000+02:00;22.59;39.45
A.A.0;2020-05-18T13:07:00.000+02:00;22.86;49.55
A.A.0;2020-05-23T21:44:00.000+02:00;21.93;47.16
A.A.0;2020-05-29T01:36:00.000+02:00;26.98;28.07
A.A.0;2020-06-06T09:49:00.000+02:00;27.41;41.0
A.A.0;2020-06-06T16:15:00.000+02:00;26.09;44.38
A.A.0;2020-06-21T02:07:00.000+02:00;18.26;26.75
A.A.0;2020-06-26T18:54:00.000+02:00;24.21;26.44
A.A.0;2020-07-05T07:23:00.000+02:00;18.73;36.59
A.A.0;2020-07-06T10:43:00.000+02:00;21.42;42.56
A.A.0;2020-07-11T17:24:00.000+02:00;25.81;51.99
A.A.0;2020-07-15T12:01:00.000+02:00;23.49;64.98
A.A.0;2020-07-18T10:25:00.000+02:00;25.14;60.63
A.A.0;2020-07-20T06:41:00.000+02:00;21.57;53.56
A.A.0;2020-07-21T18:46:00.000+02:00;21.06;55.1
A.A.0;2020-07-30T23:27:00.000+02:00;23.91;0.98
A.A.0;2020-08-25T09:17:00.000+02:00;27.5;15.6
A.A.0;2020-08-30T05:28:00.000+02:00;25.36;21.52
A.A.0;2020-09-19T23:51:00.000+02:00;21.86;99.68
A.A.0;2020-09-21T08:49:00.000+02:00;23.04;65.28
A.A.0;2020-09-27T02:51:00.000+02:00;25.25;49.58
A.A.0;2020-09-30T06:33:00.000+02:00;25.02;36.36
A.A.0;2020-10-17T11:19:00.000+02:00;21.53;77.57
A.A.0;2020-10-17T20:20:00.000+02:00;21.75;39.46
A.A.0;2020-10-26T22:56:00.000+01:00;20.21;76.09
A.A.0;2020-11-04T14:39:00.000+01:00;25.42;17.59
A.A.0;2020-11-04T18:00:00.000+01:00;24.64;48.36
A.A.0;2020-11-18T05:49:00.000+01:00;24.44;80.01
A.A.0;2020-11-21T09:00:00.000+01:00;30.39;40.3
A.A.0;2020-12-25T13:52:00.000+01:00;23.24;18.58
A.A.0;2020-12-27T13:12:00.000+01:00;21.97;43.6
A.A.0;2021-01-05T17:11:00.000+01:00;29.7;59.78
A.A.0;2021-01-14T13:28:00.000+01:00;24.81;70.59
A.A.0;2021-01-17T06:47:00.000+01:00;26.49;65.12
A.A.0;2021-01-18T16:58:00.000+01:00;27.17;71.63
A.A.0;2021-02-09T12:39:00.000+01:00;24.05;88.0
A.A.0;2021-02-09T23:16:00.000+01:00;23.2;65.82
A.A.0;2021-02-11T05:01:00.000+01:00;23.28;74.08
A.A.0;2021-02-14T15:29:00.000+01:00;23.89;77.78
A.A.0;2021-02-15T19:43:00.000+01:00;22.85;76.16
A.A.0;2021-03-11T09:27:00.000+01:00;19.67;50.2
A.A.0;2021-03-12T16:53:00.000+01:00;23.58;31.66
