day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-02;A.B;21.38;16.88;35.76;51.42;-14.38;-34.54
2020-04-18;D.C;16.78;73.38;18.35;53.9;-1.57;19.48
2020-04-25;B.A;15.61;24.29;21.5;0.18;-5.89;24.11
2020-05-03;E.A;27.44;62.57;25.58;38.89;1.86;23.68
2020-05-09;D.B;30.12;92.51;21.28;53.48;8.84;39.03
2020-05-11;C.C;37.44;99.59;22.77;57.69;14.67;41.9
2020-05-20;D.B;20.78;44.6;30.81;76.35;-10.03;-31.75
2020-06-24;A.B;24.81;19.26;21.52;39.74;3.29;-20.48
2020-07-03;E.C;22.05;11.1;32.31;50.44;-10.26;-39.34
2020-07-08;B.E;34.27;58.91;11.42;62.95;22.85;-4.04
2020-07-29;C.C;15.25;17.28;18.85;28.36;-3.6;-11.08
2020-09-01;C.E;10.47;47.8;19.4;69.99;-8.93;-22.19
2020-10-04;E.A;23.25;51.43;33.87;48.81;-10.62;2.62
2020-10-25;D.E;26.39;58.57;28.12;49.88;-1.73;8.69
2020-10-27;C.E;18.06;28.81;18.37;54.47;-0.31;-25.66
2020-11-23;D.A;22.63;57.43;14.84;40.89;7.79;16.54
2020-11-26;D.E;24.93;41.5;27.94;99.12;-3.01;-57.62
2020-12-26;B.C;26.63;52.64;24.01;23.06;2.62;29.58
2021-01-22;E.A;19.35;80.35;23.77;65.89;-4.42;14.46
2021-02-04;E.C;23.68;58.81;23.82;30.14;-0.14;28.67
2021-02-15;B.E;22.9;25.57;29.38;53.71;-6.48;-28.14
2021-03-09;C.D;17.56;50.13;20.4;49.29;-2.84;0.84
2021-03-29;D.D;21.19;37.36;26.57;14.72;-5.38;22.64
2021-04-25;B.D;19.54;95.01;23.06;26.51;-3.52;68.5
2021-04-26;C.B;18.85;39.02;31.64;37.66;-12.79;1.36
2021-04-30;B.B;33.73;17.14;27.32;42.62;6.41;-25.48
2021-05-22;B.D;29.54;46.37;22.52;55.44;7.02;-9.07
2021-05-29;D.A;25.57;37.92;17.11;77.02;8.46;-39.1
2021-06-05;E.A;36.7;16.55;19.51;65.93;17.19;-49.38
2021-06-25;E.E;29.51;29.88;22.1;94.47;7.41;-64.59
2021-07-19;E.C;28.05;61.22;20.87;95.81;7.18;-34.59
2021-08-06;D.E;31.17;41.9;19.89;43.63;11.28;-1.73
2021-09-14;D.E;29.76;49.25;22.03;33.76;7.73;15.49
2021-10-05;D.E;21.1;67.33;32.29;35.38;-11.19;31.95
2021-11-05;C.E;22.06;63.62;17.25;49.66;4.81;13.96
2021-11-07;A.D;20.92;38.44;21.4;34.56;-0.48;3.88
2021-11-12;C.C;26.12;37.08;26.55;14.84;-0.43;22.24
2021-11-15;A.D;30.31;51.95;30.73;77.27;-0.42;-25.32
2021-12-20;C.A;27.3;79.78;26.45;56.42;0.85;23.36
2021-12-27;C.D;10.35;91.67;22.34;92.06;-11.99;-0.39
2022-01-23;D.B;18.43;19.44;32.14;59.34;-13.71;-39.9
2022-02-09;C.B;12.32;32.02;24.92;56.11;-12.6;-24.09
2022-03-01;B.C;16.66;34.1;24.13;42.33;-7.47;-8.23
2022-04-06;B.B;28.02;66.65;26.05;48.43;1.97;18.22
2022-04-15;B.D;25.73;1.69;18.23;73.49;7.5;-71.8
2022-04-22;D.E;16.84;11.69;16.25;41.56;0.59;-29.87
2022-05-03;C.D;24.72;49.61;17.26;39.48;7.46;10.13
2022-05-30;E.D;19.63;22.16;26.66;73.06;-7.03;-50.9
2022-06-01;D.E;21.95;44.69;21.63;84.84;0.32;-40.15
2022-06-09;A.E;24.04;61.44;29.45;30.6;-5.41;30.84
2022-06-21;E.D;10.94;76.53;21.06;50.55;-10.12;25.98
2022-06-24;B.E;12.39;81.18;23.64;55.29;-11.25;25.89
2022-06-30;D.C;22.32;40.96;15.4;27.18;6.92;13.78
2022-07-01;D.E;21.93;62.47;23.13;38.53;-1.2;23.94
2022-07-21;D.C;19.06;57.76;22.82;29.64;-3.76;28.12
2022-08-09;B.B;19.95;65.21;31.88;67.03;-11.93;-1.82
2022-08-17;E.B;25.76;84.75;13.69;22.78;12.07;61.97
2022-08-29;E.E;21.29;84.23;20.62;14.67;0.67;69.56
2020-09-24;B.C;15.09;25.04;17.09;99.33;-2.0;-74.29
2020-11-14;A.E;25.37;13.16;28.42;22.21;-3.05;-9.05
2020-11-24;D.A;23.7;8.37;16.16;61.91;7.54;-53.54
2020-12-29;A.D;22.39;10.62;31.24;17.71;-8.85;-7.09
2021-01-22;B.B;12.73;63.22;20.21;39.33;-7.48;23.89
2021-01-26;A.C;24.35;36.19;20.41;67.1;3.94;-30.91
2021-02-12;C.D;30.34;72.45;28.76;54.6;1.58;17.85
2021-03-12;C.E;18.05;54.75;24.69;95.86;-6.64;-41.11
2021-03-21;D.C;22.58;46.24;32.24;10.73;-9.66;35.51
2021-03-22;A.D;27.4;74.38;21.24;31.39;6.16;42.99
2021-03-28;C.B;26.85;49.2;12.96;20.82;13.89;28.38
2021-04-04;D.A;23.56;62.28;11.55;23.71;12.01;38.57
2021-04-28;B.B;14.13;8.81;29.32;11.79;-15.19;-2.98
2021-05-26;D.D;18.08;40.12;18.82;52.94;-0.74;-12.82
2021-07-12;B.B;10.27;2.37;28.41;78.22;-18.14;-75.85
2021-09-30;B.A;13.75;66.21;15.71;50.11;-1.96;16.1
2021-10-09;D.A;37.31;87.23;26.58;34.76;10.73;52.47
2022-01-22;D.A;26.47;36.09;19.55;50.9;6.92;-14.81
2022-03-29;B.B;30.43;49.83;22.43;41.46;8.0;8.37
2022-06-13;A.D;19.63;68.64;31.26;29.73;-11.63;38.91
2022-06-25;B.B;20.47;3.62;29.1;46.33;-8.63;-42.71
2022-07-05;A.D;34.31;79.91;19.98;69.39;14.33;10.52
