day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-07;E.E;18.51;74.03;31.6;2.12;-13.09;71.91
2020-05-16;C.D;18.05;12.21;36.98;13.55;-18.93;-1.34
2020-05-22;B.E;27.5;60.05;25.12;20.03;2.38;40.02
2020-05-29;D.E;21.71;89.37;15.04;20.53;6.67;68.84
2020-06-06;A.A;28.16;50.68;35.8;62.26;-7.64;-11.58
2020-06-07;D.B;12.7;40.92;27.76;47.5;-15.06;-6.58
2020-06-18;A.B;23.64;56.33;18.53;35.68;5.11;20.65
2020-07-06;E.B;25.89;73.1;26.32;61.13;-0.43;11.97
2020-07-25;B.E;12.42;48.19;19.46;54.91;-7.04;-6.72
2020-08-12;B.D;27.0;92.33;14.38;52.04;12.62;40.29
2020-09-04;B.A;27.8;34.64;15.0;16.61;12.8;18.03
2020-09-21;A.E;24.44;25.86;23.57;27.25;0.87;-1.39
2020-10-01;A.B;19.13;64.94;14.77;66.61;4.36;-1.67
2020-10-15;B.D;23.57;41.16;27.48;35.41;-3.91;5.75
2020-10-17;D.E;35.03;18.4;23.01;95.88;12.02;-77.48
2020-11-01;D.E;31.73;76.67;20.32;1.4;11.41;75.27
2020-11-05;E.B;29.27;11.99;19.76;47.04;9.51;-35.05
2020-11-10;E.E;25.77;43.19;21.72;56.1;4.05;-12.91
2020-11-23;E.E;24.08;45.75;24.38;45.02;-0.3;0.73
2020-11-24;C.E;21.48;40.22;18.1;5.17;3.38;35.05
2020-12-09;E.D;28.48;58.02;30.1;86.42;-1.62;-28.4
2020-12-10;A.E;33.49;69.16;22.29;38.99;11.2;30.17
2020-12-14;C.B;14.02;69.01;27.84;44.15;-13.82;24.86
2021-01-03;B.E;13.75;29.74;33.43;52.04;-19.68;-22.3
2021-01-04;D.D;22.89;42.38;26.44;40.12;-3.55;2.26
2021-01-12;E.D;20.36;14.38;16.35;83.99;4.01;-69.61
2021-03-18;A.A;17.09;46.44;24.22;50.63;-7.13;-4.19
2021-05-07;E.A;25.28;49.17;16.65;56.29;8.63;-7.12
2021-05-27;A.B;21.16;38.83;36.61;57.03;-15.45;-18.2
2021-07-08;C.D;25.7;45.15;25.74;83.03;-0.04;-37.88
2021-07-21;B.B;25.28;40.85;13.83;33.25;11.45;7.6
2021-08-15;A.D;18.88;66.93;25.79;85.03;-6.91;-18.1
2021-08-19;D.C;21.21;60.38;27.15;74.25;-5.94;-13.87
2021-08-25;A.D;22.27;70.95;22.18;56.63;0.09;14.32
2021-08-26;E.E;21.82;44.03;31.7;40.57;-9.88;3.46
2021-08-30;B.C;28.98;53.1;22.07;38.04;6.91;15.06
2021-09-02;A.D;26.09;37.35;16.22;55.56;9.87;-18.21
2021-09-06;A.C;36.73;86.27;28.36;41.6;8.37;44.67
2021-09-12;C.E;25.73;44.07;10.84;12.15;14.89;31.92
2021-10-04;A.C;24.52;41.13;23.5;29.74;1.02;11.39
2021-10-07;C.C;36.79;48.25;21.12;54.76;15.67;-6.51
2021-11-05;D.D;30.75;97.52;22.34;53.51;8.41;44.01
2021-12-02;D.C;32.87;95.05;23.21;53.19;9.66;41.86
2021-12-15;E.C;19.82;40.64;33.35;51.88;-13.53;-11.24
2021-12-16;C.E;26.37;65.48;12.87;88.17;13.5;-22.69
2022-01-21;D.E;36.9;23.61;14.0;38.02;22.9;-14.41
2022-01-24;C.D;27.47;28.43;22.94;38.8;4.53;-10.37
2022-02-15;E.C;23.21;37.57;18.76;30.11;4.45;7.46
2022-04-05;E.E;21.76;81.5;21.27;43.49;0.49;38.01
2022-04-09;D.A;27.15;53.14;14.27;59.48;12.88;-6.34
2022-04-14;D.B;15.98;43.27;30.35;62.27;-14.37;-19.0
2022-04-21;B.D;27.66;48.78;20.46;59.96;7.2;-11.18
2022-05-02;E.C;24.76;37.33;29.63;4.96;-4.87;32.37
2022-05-11;B.A;22.14;51.94;13.32;63.33;8.82;-11.39
2022-05-17;C.E;24.63;42.15;30.51;54.69;-5.88;-12.54
2022-05-18;C.C;19.08;38.76;24.78;37.91;-5.7;0.85
2022-05-29;B.B;11.93;45.84;20.99;26.05;-9.06;19.79
2022-06-05;B.B;25.96;31.29;17.46;30.26;8.5;1.03
2022-06-06;C.D;26.86;55.4;26.84;48.39;0.02;7.01
2022-06-24;C.D;28.09;45.42;20.78;33.09;7.31;12.33
2022-07-11;D.E;18.82;63.21;26.4;44.37;-7.58;18.84
2022-07-16;E.D;25.72;28.61;21.32;43.8;4.4;-15.19
2022-07-28;C.D;16.63;11.67;11.48;20.41;5.15;-8.74
2022-08-01;E.D;29.08;62.66;24.51;63.08;4.57;-0.42
2022-08-29;D.C;12.16;49.46;23.11;61.52;-10.95;-12.06
2020-07-16;A.B;24.11;63.51;20.18;53.08;3.93;10.43
2020-09-19;B.C;16.46;73.65;15.12;29.51;1.34;44.14
2021-03-06;A.D;29.56;26.97;27.69;57.75;1.87;-30.78
2021-03-29;C.D;15.99;60.29;30.6;29.32;-14.61;30.97
2021-04-03;C.B;19.3;58.9;25.87;68.66;-6.57;-9.76
2021-04-22;D.A;18.59;39.54;23.1;66.26;-4.51;-26.72
2021-05-08;A.A;20.04;50.07;35.36;39.16;-15.32;10.91
2021-07-20;C.E;20.53;44.17;25.35;54.81;-4.82;-10.64
2021-08-12;A.D;16.91;63.77;23.51;51.42;-6.6;12.35
2021-08-15;C.A;21.25;98.03;18.92;61.59;2.33;36.44
2021-08-31;D.B;26.09;71.61;17.19;59.7;8.9;11.91
2021-09-19;A.D;30.07;51.58;18.74;57.52;11.33;-5.94
2021-11-14;B.D;17.62;13.23;12.56;54.54;5.06;-41.31
2021-12-02;B.A;23.12;35.72;13.16;95.1;9.96;-59.38
2022-02-02;A.E;27.51;10.1;28.09;88.97;-0.58;-78.87
2022-03-27;C.C;26.71;36.31;17.1;9.21;9.61;27.1
2022-04-13;A.C;35.66;89.06;15.86;56.56;19.8;32.5
2022-06-27;A.D;21.95;8.82;21.48;53.18;0.47;-44.36
