day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-09;E.E;20.07;25.97;26.07;29.9;-6.0;-3.93
2020-05-04;A.A;20.07;49.57;23.58;69.8;-3.51;-20.23
2020-05-12;A.E;19.45;80.08;33.67;31.38;-14.22;48.7
2020-05-21;E.A;20.21;41.35;32.91;33.8;-12.7;7.55
2020-06-09;E.B;23.66;69.02;23.44;44.64;0.22;24.38
2020-06-16;C.B;16.8;71.68;19.03;35.06;-2.23;36.62
2020-06-23;B.B;29.63;79.42;21.41;60.0;8.22;19.42
2020-06-29;A.B;32.22;55.11;25.94;75.57;6.28;-20.46
2020-08-12;C.E;24.59;38.95;17.53;87.47;7.06;-48.52
2020-08-19;A.E;27.37;25.78;20.3;58.93;7.07;-33.15
2020-08-29;E.D;28.19;35.26;36.88;22.92;-8.69;12.34
2020-09-09;D.D;35.15;22.45;25.02;55.01;10.13;-32.56
2020-09-10;D.E;35.0;42.18;22.46;40.68;12.54;1.5
2020-09-15;C.C;26.66;19.92;22.15;52.12;4.51;-32.2
2020-09-25;E.D;32.48;79.3;29.13;45.5;3.35;33.8
2020-09-27;B.C;25.71;85.08;25.65;34.43;0.06;50.65
2020-10-31;A.E;24.31;55.72;27.41;39.63;-3.1;16.09
2020-11-04;D.C;20.19;61.8;12.16;74.41;8.03;-12.61
2020-11-25;D.A;24.49;56.69;25.32;49.97;-0.83;6.72
2020-11-28;E.E;18.93;22.63;23.3;52.78;-4.37;-30.15
2020-12-05;D.D;22.11;44.63;18.79;9.69;3.32;34.94
2020-12-05;D.E;22.14;27.24;23.86;66.08;-1.72;-38.84
2020-12-05;E.E;19.92;64.86;25.73;47.18;-5.81;17.68
2020-12-07;B.E;12.18;4.66;13.15;49.63;-0.97;-44.97
2021-02-01;B.A;10.17;95.49;25.54;74.08;-15.37;21.41
2021-02-06;D.A;27.46;33.18;31.18;37.68;-3.72;-4.5
2021-03-18;C.E;18.2;56.79;11.12;83.03;7.08;-26.24
2021-04-16;B.E;11.53;47.32;28.76;52.96;-17.23;-5.64
2021-04-27;E.D;13.39;17.19;20.52;48.4;-7.13;-31.21
2021-05-11;E.D;22.42;70.32;28.82;55.82;-6.4;14.5
2021-05-15;B.B;29.84;90.44;26.47;38.05;3.37;52.39
2021-05-19;E.E;12.44;56.41;23.36;49.72;-10.92;6.69
2021-06-24;A.C;17.96;38.39;17.33;28.73;0.63;9.66
2021-06-27;A.D;17.43;93.41;22.4;58.34;-4.97;35.07
2021-07-02;C.A;33.51;24.51;30.03;68.67;3.48;-44.16
2021-07-18;A.B;26.55;14.63;21.13;35.14;5.42;-20.51
2021-07-19;B.A;22.24;73.86;14.78;81.85;7.46;-7.99
2021-07-23;D.D;18.68;16.59;15.23;50.38;3.45;-33.79
2021-07-24;E.D;24.53;38.76;21.12;54.67;3.41;-15.91
2021-08-02;E.B;22.52;46.55;23.42;13.08;-0.9;33.47
2021-08-03;B.D;26.46;53.37;15.28;28.2;11.18;25.17
2021-08-05;D.E;32.95;15.44;28.17;57.5;4.78;-42.06
2021-08-19;C.B;34.21;70.62;21.4;47.45;12.81;23.17
2021-09-15;C.C;27.66;38.55;22.33;39.7;5.33;-1.15
2021-09-23;B.B;23.15;57.84;24.02;38.62;-0.87;19.22
2021-09-24;E.E;28.84;50.69;21.37;44.07;7.47;6.62
2021-10-18;E.C;28.5;62.43;31.26;80.34;-2.76;-17.91
2021-10-30;E.E;24.48;59.11;22.32;74.22;2.16;-15.11
