day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-03;D.A;24.8;88.66;21.9;81.36;2.9;7.3
2020-04-09;C.A;20.4;64.6;23.48;43.25;-3.08;21.35
2020-04-15;A.B;18.33;25.31;18.72;51.54;-0.39;-26.23
2020-04-25;E.E;19.25;38.11;20.63;38.79;-1.38;-0.68
2020-05-02;B.A;33.88;66.79;22.2;56.13;11.68;10.66
2020-05-03;C.B;26.2;39.1;22.34;73.69;3.86;-34.59
2020-05-05;E.A;27.61;39.52;36.77;99.84;-9.16;-60.32
2020-05-16;E.E;22.78;25.61;12.74;49.9;10.04;-24.29
2020-05-16;C.C;23.96;79.54;17.78;49.18;6.18;30.36
2020-05-23;E.B;26.45;81.26;24.71;38.29;1.74;42.97
2020-06-10;C.D;33.0;11.31;23.08;72.84;9.92;-61.53
2020-06-21;A.E;15.29;30.91;20.63;49.54;-5.34;-18.63
2020-06-27;C.D;13.83;83.82;14.53;34.92;-0.7;48.9
2020-06-27;C.C;21.9;35.59;21.94;75.02;-0.04;-39.43
2020-07-08;E.E;28.42;44.5;13.16;60.96;15.26;-16.46
2020-07-14;B.D;19.63;96.75;20.14;56.91;-0.51;39.84
2020-07-23;D.B;20.87;37.4;31.44;60.02;-10.57;-22.62
2020-07-29;D.E;24.41;45.19;18.55;6.1;5.86;39.09
2020-08-06;C.B;29.16;9.2;11.13;15.0;18.03;-5.8
2020-08-23;D.C;22.57;57.96;19.46;69.74;3.11;-11.78
2020-08-27;B.D;24.85;54.11;22.07;50.55;2.78;3.56
2020-10-11;D.C;28.74;88.06;30.39;48.85;-1.65;39.21
2020-11-21;C.A;22.91;36.71;17.5;83.32;5.41;-46.61
2020-12-10;A.C;24.65;36.28;25.2;32.76;-0.55;3.52
2020-12-12;B.E;20.31;53.2;26.2;37.39;-5.89;15.81
2020-12-19;B.E;14.15;24.86;27.95;68.32;-13.8;-43.46
2021-01-05;C.D;33.25;50.42;18.68;63.47;14.57;-13.05
2021-01-27;E.B;20.97;51.84;24.43;42.2;-3.46;9.64
2021-02-10;C.A;26.74;58.01;37.04;51.84;-10.3;6.17
2021-03-20;B.E;23.5;60.18;21.26;65.53;2.24;-5.35
2021-03-28;D.C;24.79;66.15;17.36;85.32;7.43;-19.17
2021-05-24;E.B;18.44;80.26;27.17;57.77;-8.73;22.49
2021-05-27;E.B;24.82;39.45;23.71;55.63;1.11;-16.18
2021-06-27;A.B;16.99;59.56;30.76;20.69;-13.77;38.87
2021-07-04;E.D;22.97;61.44;30.32;83.35;-7.35;-21.91
2021-07-08;A.A;24.12;35.9;23.98;55.55;0.14;-19.65
2021-07-18;E.E;30.14;50.93;37.08;31.69;-6.94;19.24
2021-07-21;D.B;19.82;30.97;24.39;36.03;-4.57;-5.06
2021-09-05;C.D;27.93;51.27;23.59;62.75;4.34;-11.48
2021-09-09;D.B;30.85;74.72;21.6;65.07;9.25;9.65
2021-09-18;B.D;29.91;55.47;21.97;57.46;7.94;-1.99
2021-09-28;B.E;20.58;49.69;13.37;90.33;7.21;-40.64
2021-10-24;D.B;23.4;64.65;20.53;55.68;2.87;8.97
2021-10-26;D.C;12.42;87.28;14.79;19.8;-2.37;67.48
2021-12-04;C.C;29.23;53.1;27.33;47.6;1.9;5.5
2021-12-19;B.E;30.99;92.45;24.91;60.36;6.08;32.09
2021-12-22;E.A;20.82;65.91;15.3;27.77;5.52;38.14
2022-01-01;C.D;23.68;29.56;28.32;65.17;-4.64;-35.61
2022-01-05;B.E;31.1;29.17;26.27;23.28;4.83;5.89
2022-01-21;E.E;23.3;34.4;27.91;45.84;-4.61;-11.44
2022-02-12;E.E;29.99;42.27;20.66;84.06;9.33;-41.79
2022-02-13;E.C;24.26;48.11;24.42;76.45;-0.16;-28.34
2022-02-16;D.E;22.66;38.03;29.11;72.62;-6.45;-34.59
2022-03-23;D.D;24.6;49.55;27.86;86.65;-3.26;-37.1
2022-03-28;E.A;19.85;31.16;27.12;63.34;-7.27;-32.18
2022-04-04;B.E;19.95;56.5;34.55;26.42;-14.6;30.08
2022-04-05;A.E;28.02;31.59;32.38;39.09;-4.36;-7.5
2022-04-11;B.D;32.79;28.79;32.14;33.02;0.65;-4.23
2022-04-14;E.C;11.83;47.68;20.85;30.59;-9.02;17.09
