day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-09;B.B;10.46;99.03;35.53;71.33;-25.07;27.7
2020-04-11;E.A;26.23;22.89;17.52;71.14;8.71;-48.25
2020-04-24;B.D;15.51;42.66;32.4;49.11;-16.89;-6.45
2020-04-26;E.D;28.67;65.4;26.41;96.12;2.26;-30.72
2020-05-13;C.E;32.25;43.87;13.84;17.54;18.41;26.33
2020-05-23;D.B;28.5;71.01;19.2;65.72;9.3;5.29
2020-06-26;E.A;25.89;65.4;30.98;61.38;-5.09;4.02
2020-06-28;D.C;19.43;48.9;26.49;73.53;-7.06;-24.63
2020-07-03;E.D;24.07;46.43;10.91;89.01;13.16;-42.58
2020-07-09;A.A;29.89;63.17;27.88;35.28;2.01;27.89
2020-07-12;D.A;25.5;46.27;20.88;33.31;4.62;12.96
2020-07-23;E.A;17.09;9.9;20.49;56.9;-3.4;-47.0
2020-08-10;E.A;20.19;22.13;24.66;5.04;-4.47;17.09
2020-08-26;A.A;23.64;39.33;16.97;22.59;6.67;16.74
2020-08-26;C.E;29.12;81.06;33.94;62.14;-4.82;18.92
2020-09-22;E.E;26.15;59.75;20.15;51.15;6.0;8.6
2020-09-23;A.C;26.11;60.54;23.3;49.71;2.81;10.83
2020-10-05;D.C;18.7;28.99;23.95;68.94;-5.25;-39.95
2020-10-10;D.A;25.97;72.93;13.09;82.01;12.88;-9.08
2020-11-02;C.C;24.54;45.61;26.11;20.73;-1.57;24.88
2020-11-14;D.E;31.95;93.05;21.0;55.56;10.95;37.49
2020-11-17;D.E;14.31;74.58;21.97;64.06;-7.66;10.52
2020-11-20;D.E;26.64;28.12;20.37;23.46;6.27;4.66
2020-11-24;B.C;21.71;51.7;23.37;47.42;-1.66;4.28
2020-11-28;C.B;37.49;74.29;13.7;73.02;23.79;1.27
2020-12-13;D.C;28.33;58.05;20.36;87.37;7.97;-29.32
2020-12-22;B.E;27.0;26.0;27.45;57.66;-0.45;-31.66
2021-01-04;D.B;22.61;10.69;22.05;61.95;0.56;-51.26
2021-01-07;C.A;13.05;24.96;24.56;18.4;-11.51;6.56
2021-01-25;D.D;26.22;31.63;26.55;63.02;-0.33;-31.39
2021-02-01;B.D;36.5;85.43;26.14;40.2;10.36;45.23
2021-02-10;E.D;12.76;41.28;27.97;54.07;-15.21;-12.79
2021-02-16;C.B;22.31;5.44;19.54;30.35;2.77;-24.91
2021-02-26;B.B;28.65;44.06;28.7;74.42;-0.05;-30.36
2021-03-04;D.C;19.87;93.9;26.92;19.35;-7.05;74.55
2021-03-05;C.D;22.94;80.57;23.68;27.02;-0.74;53.55
2021-03-15;E.B;22.67;40.33;29.59;35.74;-6.92;4.59
2021-03-22;D.A;25.38;62.28;23.23;42.61;2.15;19.67
2021-03-31;D.E;20.4;53.47;27.76;13.6;-7.36;39.87
2021-04-11;E.D;27.23;30.82;19.37;34.25;7.86;-3.43
2021-05-09;E.E;20.75;46.13;28.18;40.06;-7.43;6.07
2021-05-17;D.A;18.79;17.68;28.57;7.38;-9.78;10.3
2021-06-08;D.C;36.56;50.28;36.54;17.14;0.02;33.14
2021-06-12;C.A;17.16;42.51;26.0;42.7;-8.84;-0.19
2021-06-13;A.A;28.72;28.85;25.86;30.48;2.86;-1.63
2021-07-20;A.B;27.92;69.16;26.54;35.85;1.38;33.31
2021-07-31;C.D;23.44;34.12;24.92;48.17;-1.48;-14.05
2021-08-23;B.C;12.68;78.93;23.61;87.26;-10.93;-8.33
2021-08-27;E.E;28.34;68.29;26.22;24.45;2.12;43.84
2021-09-14;D.D;23.85;58.23;28.65;65.02;-4.8;-6.79
2021-09-25;D.A;24.84;32.25;27.95;52.56;-3.11;-20.31
2021-10-05;D.B;14.48;28.2;30.2;23.8;-15.72;4.4
2021-10-09;B.D;22.99;20.53;24.11;25.86;-1.12;-5.33
2021-11-07;D.C;19.52;55.7;13.88;46.03;5.64;9.67
2021-11-18;E.E;31.33;63.13;23.25;70.59;8.08;-7.46
2021-11-26;C.D;33.18;30.36;23.28;87.77;9.9;-57.41
2022-01-12;D.C;26.58;69.76;24.26;34.78;2.32;34.98
2022-01-16;E.C;24.82;65.45;27.19;65.05;-2.37;0.4
2022-02-01;C.D;24.76;81.6;32.24;6.09;-7.48;75.51
2022-02-04;B.E;11.41;69.28;22.29;26.32;-10.88;42.96
2022-02-10;C.D;25.91;59.84;16.91;17.15;9.0;42.69
2022-02-21;D.D;34.12;57.81;27.55;65.37;6.57;-7.56
2022-03-14;C.C;17.1;57.77;26.95;34.85;-9.85;22.92
2022-04-08;E.B;19.45;25.85;21.33;44.05;-1.88;-18.2
2022-04-11;D.C;32.85;32.42;23.82;46.55;9.03;-14.13
2022-04-13;E.C;33.72;48.11;30.27;54.2;3.45;-6.09
2022-04-16;E.C;19.84;13.06;17.53;21.41;2.31;-8.35
2022-04-27;C.E;21.76;35.61;21.68;61.67;0.08;-26.06
2022-06-14;C.B;19.72;46.44;32.81;44.89;-13.09;1.55
2022-06-19;A.C;33.23;54.91;21.36;47.77;11.87;7.14
2022-08-07;D.D;26.52;42.9;30.59;64.77;-4.07;-21.87
2022-08-13;E.D;15.7;14.16;26.26;63.67;-10.56;-49.51
2022-08-20;A.C;26.28;41.13;25.5;50.23;0.78;-9.1
2022-08-21;E.C;26.42;49.16;25.65;45.66;0.77;3.5
2020-09-09;B.D;18.47;24.3;31.96;72.49;-13.49;-48.19
2020-09-15;B.B;12.39;74.88;14.27;45.66;-1.88;29.22
2020-10-24;A.E;23.91;76.26;34.86;5.31;-10.95;70.95
2020-11-03;A.E;24.52;70.05;24.8;2.08;-0.28;67.97
2020-11-14;B.C;14.64;71.88;20.52;68.75;-5.88;3.13
2020-11-28;B.A;35.52;62.36;20.62;32.38;14.9;29.98
2021-01-29;A.B;28.79;54.26;24.97;71.07;3.82;-16.81
2021-01-31;B.A;19.35;28.31;23.51;51.74;-4.16;-23.43
2021-04-12;D.B;21.12;48.79;13.25;55.24;7.87;-6.45
2021-04-26;A.A;32.0;22.03;35.15;72.25;-3.15;-50.22
2021-06-24;C.E;13.21;54.15;20.29;31.56;-7.08;22.59
2021-07-01;A.E;21.31;55.26;30.43;23.78;-9.12;31.48
2021-08-30;A.D;20.29;39.46;28.43;52.97;-8.14;-13.51
2021-10-18;B.D;19.61;4.71;24.72;19.27;-5.11;-14.56
2021-10-28;B.C;31.78;53.34;31.8;90.74;-0.02;-37.4
2021-11-10;D.C;24.77;40.23;36.99;61.2;-12.22;-20.97
2022-01-13;A.B;20.46;51.34;37.29;12.36;-16.83;38.98
2022-03-11;C.D;26.08;20.7;29.27;61.07;-3.19;-40.37
2022-04-08;A.B;17.45;79.76;16.96;59.22;0.49;20.54
2022-05-15;A.E;34.95;43.91;24.27;52.87;10.68;-8.96
2022-06-12;A.D;23.27;48.1;21.5;52.13;1.77;-4.03
