day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-08;E.A;23.26;21.92;24.83;68.48;-1.57;-46.56
2020-04-14;A.D;27.03;44.87;24.4;47.44;2.63;-2.57
2020-04-24;D.D;31.93;80.22;20.74;28.24;11.19;51.98
2020-04-27;E.D;27.45;69.81;17.65;58.05;9.8;11.76
2020-04-30;A.D;22.47;21.76;32.2;37.12;-9.73;-15.36
2020-05-09;B.C;25.87;57.76;21.94;43.44;3.93;14.32
2020-05-24;C.E;20.05;27.73;20.61;96.62;-0.56;-68.89
2020-05-31;B.C;25.77;34.94;35.66;39.69;-9.89;-4.75
2020-06-04;B.D;25.53;17.85;34.4;31.09;-8.87;-13.24
2020-06-13;A.B;25.56;33.38;28.75;63.8;-3.19;-30.42
2020-06-21;D.A;24.83;84.61;24.63;48.28;0.2;36.33
2020-07-23;A.D;25.55;38.51;22.98;12.52;2.57;25.99
2020-08-04;A.E;29.57;90.27;25.21;34.99;4.36;55.28
2020-08-31;C.C;19.49;52.66;23.81;28.48;-4.32;24.18
2020-08-31;B.D;25.6;39.44;35.92;11.25;-10.32;28.19
2020-09-09;D.A;34.81;34.9;27.34;47.88;7.47;-12.98
2020-10-11;C.B;18.76;5.86;30.15;75.63;-11.39;-69.77
2020-10-30;C.E;16.62;58.1;23.68;61.97;-7.06;-3.87
2020-11-25;D.E;30.7;54.31;24.35;52.91;6.35;1.4
2020-12-24;C.A;19.76;14.59;21.75;77.3;-1.99;-62.71
2020-12-29;D.C;31.58;32.24;31.78;40.99;-0.2;-8.75
2021-01-04;E.D;31.09;48.57;25.48;62.92;5.61;-14.35
2021-02-03;A.E;25.83;29.3;22.72;56.08;3.11;-26.78
2021-02-10;B.C;17.12;83.53;20.66;51.73;-3.54;31.8
2021-02-19;E.C;21.88;55.01;25.39;55.18;-3.51;-0.17
2021-02-21;A.A;26.25;55.82;23.22;7.08;3.03;48.74
2021-02-25;B.C;22.2;34.01;24.74;22.81;-2.54;11.2
2021-02-26;E.A;21.48;40.14;21.61;23.5;-0.13;16.64
2021-04-27;E.B;34.6;1.17;10.84;83.42;23.76;-82.25
2021-05-17;D.C;16.84;48.64;23.1;15.35;-6.26;33.29
