day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-09;C.C;22.64;55.76;24.52;28.98;-1.88;26.78
2020-04-12;D.D;22.75;58.41;23.53;98.38;-0.78;-39.97
2020-04-13;E.A;24.59;77.98;12.26;58.95;12.33;19.03
2020-04-14;B.B;27.65;44.3;18.8;83.32;8.85;-39.02
2020-04-15;B.B;30.67;58.09;32.93;45.51;-2.26;12.58
2020-04-25;C.A;27.27;64.13;28.2;94.64;-0.93;-30.51
2020-05-04;C.B;17.11;37.83;25.25;66.65;-8.14;-28.82
2020-05-08;E.A;13.67;87.2;23.73;41.66;-10.06;45.54
2020-05-13;E.C;35.31;92.36;33.69;66.94;1.62;25.42
2020-05-14;E.B;25.21;90.64;27.28;43.16;-2.07;47.48
2020-05-14;A.A;24.02;54.14;23.05;9.56;0.97;44.58
2020-05-16;A.A;19.8;42.61;26.85;52.78;-7.05;-10.17
2020-05-17;C.C;15.81;46.73;20.29;46.87;-4.48;-0.14
2020-05-28;B.A;19.32;75.82;18.46;49.47;0.86;26.35
2020-05-29;C.D;29.35;28.74;12.99;49.79;16.36;-21.05
2020-06-07;A.A;28.53;45.15;24.24;34.14;4.29;11.01
2020-06-09;E.D;33.17;11.44;28.26;66.78;4.91;-55.34
2020-06-12;C.D;21.2;55.02;24.77;49.3;-3.57;5.72
2020-06-17;A.B;22.88;52.04;16.0;48.89;6.88;3.15
2020-06-17;A.D;27.08;60.42;13.11;25.97;13.97;34.45
2020-06-19;A.B;22.0;52.48;15.63;84.33;6.37;-31.85
2020-06-20;A.C;24.64;55.83;26.16;42.51;-1.52;13.32
2020-07-08;C.E;20.05;23.83;17.97;29.89;2.08;-6.06
2020-07-21;A.A;19.75;59.73;14.2;56.94;5.55;2.79
2020-08-24;E.B;23.23;68.79;33.89;43.49;-10.66;25.3
2020-08-26;C.C;16.76;64.56;22.05;33.39;-5.29;31.17
2020-09-05;A.D;18.02;36.82;23.11;33.2;-5.09;3.62
2020-09-06;E.B;15.22;19.59;15.47;46.32;-0.25;-26.73
2020-09-18;E.A;30.52;67.64;17.15;23.55;13.37;44.09
2020-09-27;D.C;19.92;75.5;21.67;47.94;-1.75;27.56
2020-10-20;A.E;22.86;75.65;29.91;47.18;-7.05;28.47
2020-10-23;D.C;23.92;38.33;20.05;66.67;3.87;-28.34
2020-10-24;D.E;20.75;59.72;19.5;65.38;1.25;-5.66
2020-11-01;E.C;30.84;28.1;26.11;27.16;4.73;0.94
2020-11-04;A.A;24.03;39.34;25.61;94.92;-1.58;-55.58
2020-11-08;D.D;29.1;59.15;28.39;45.29;0.71;13.86
2020-12-06;E.D;24.04;64.41;27.46;39.03;-3.42;25.38
2020-12-23;C.E;19.24;53.76;17.0;49.91;2.24;3.85
