day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-12;E.C;27.95;58.65;28.35;67.32;-0.4;-8.67
2020-04-16;E.E;20.98;72.14;23.97;71.89;-2.99;0.25
2020-04-20;E.C;24.76;63.12;27.59;73.8;-2.83;-10.68
2020-05-01;C.D;17.43;6.24;23.78;58.86;-6.35;-52.62
2020-05-29;D.B;26.64;54.17;33.04;27.47;-6.4;26.7
2020-05-31;E.E;29.24;51.33;35.18;75.82;-5.94;-24.49
2020-06-11;A.E;18.11;28.3;21.29;75.87;-3.18;-47.57
2020-06-19;C.C;25.28;69.8;27.77;23.91;-2.49;45.89
2020-06-19;D.B;20.47;16.33;13.6;33.08;6.87;-16.75
2020-06-25;E.D;20.18;54.87;22.91;67.57;-2.73;-12.7
2020-07-10;B.C;29.89;58.95;29.56;56.56;0.33;2.39
2020-07-16;D.E;23.11;68.61;13.78;72.73;9.33;-4.12
2020-07-23;A.A;25.33;57.74;17.0;53.61;8.33;4.13
2020-07-25;D.B;19.58;37.56;23.08;51.92;-3.5;-14.36
2020-08-19;C.B;21.14;59.5;25.65;59.66;-4.51;-0.16
2020-08-21;E.E;24.52;29.11;19.02;52.28;5.5;-23.17
2020-09-01;D.D;20.06;62.27;22.99;50.79;-2.93;11.48
2020-09-12;C.D;23.29;68.97;34.98;97.0;-11.69;-28.03
2020-10-01;D.D;19.12;56.35;13.53;32.65;5.59;23.7
2020-10-22;A.A;20.48;52.84;11.48;19.08;9.0;33.76
2020-10-26;C.A;20.16;53.61;29.22;45.05;-9.06;8.56
2020-11-22;E.C;22.84;55.61;37.17;92.79;-14.33;-37.18
2020-11-22;D.A;12.82;54.41;23.59;54.01;-10.77;0.4
2020-11-25;E.E;24.32;55.8;26.3;45.47;-1.98;10.33
2020-12-04;C.C;23.78;27.36;10.27;18.35;13.51;9.01
2020-12-05;D.B;24.75;83.96;27.06;47.45;-2.31;36.51
2020-12-13;E.E;21.38;68.08;23.14;55.54;-1.76;12.54
2020-12-19;D.B;21.99;37.52;24.51;51.28;-2.52;-13.76
2021-01-26;E.B;24.9;40.51;27.55;75.4;-2.65;-34.89
2021-02-19;A.D;17.32;52.03;26.45;13.93;-9.13;38.1
2021-02-21;D.A;17.15;58.93;25.35;85.36;-8.2;-26.43
2021-02-26;D.A;36.77;34.67;17.6;66.45;19.17;-31.78
2021-03-05;C.C;15.14;61.68;23.65;34.35;-8.51;27.33
2021-04-05;B.E;29.27;32.07;25.08;56.91;4.19;-24.84
2021-05-20;E.A;27.87;53.96;26.7;7.66;1.17;46.3
2021-06-04;E.A;24.01;22.79;23.62;59.97;0.39;-37.18
2021-06-12;D.A;24.83;91.35;33.71;41.74;-8.88;49.61
2021-08-03;E.B;23.33;64.15;15.63;84.19;7.7;-20.04
2021-08-26;D.D;21.59;59.6;11.38;17.15;10.21;42.45
2021-09-17;B.E;18.69;71.59;27.53;36.35;-8.84;35.24
2021-09-21;E.E;11.24;72.62;20.53;77.71;-9.29;-5.09
2021-10-16;E.D;24.54;67.19;18.24;25.15;6.3;42.04
2021-11-03;C.B;12.29;5.04;24.66;49.67;-12.37;-44.63
2021-11-14;D.B;13.4;46.45;24.09;61.18;-10.69;-14.73
