day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-15;E.E;23.18;20.71;20.3;76.92;2.88;-56.21
2020-05-07;A.E;23.77;60.23;25.59;19.65;-1.82;40.58
2020-05-18;D.B;23.01;39.3;36.4;63.03;-13.39;-23.73
2020-05-22;E.D;26.72;31.05;34.81;77.78;-8.09;-46.73
2020-06-02;C.A;20.76;44.47;24.38;28.0;-3.62;16.47
2020-06-03;E.A;17.38;83.87;21.86;16.0;-4.48;67.87
2020-06-09;B.C;13.95;5.17;23.86;91.67;-9.91;-86.5
2020-06-28;A.A;21.46;63.76;20.06;34.82;1.4;28.94
2020-07-27;B.C;15.11;14.85;27.95;25.59;-12.84;-10.74
2020-08-14;D.D;25.18;62.13;27.49;75.01;-2.31;-12.88
2020-08-16;D.D;23.04;32.48;26.62;31.22;-3.58;1.26
2020-08-21;D.A;21.36;64.99;14.01;35.3;7.35;29.69
2020-09-14;D.C;27.2;11.81;23.25;58.39;3.95;-46.58
2020-09-23;D.A;18.34;63.53;19.81;60.68;-1.47;2.85
2020-10-01;C.B;26.18;30.8;24.81;81.74;1.37;-50.94
2020-10-03;D.A;33.47;36.5;25.39;50.4;8.08;-13.9
2020-10-12;E.C;29.2;51.34;23.3;25.41;5.9;25.93
2020-10-20;A.A;26.48;71.56;32.42;76.65;-5.94;-5.09
2020-10-25;C.D;35.54;20.38;36.65;84.35;-1.11;-63.97
2020-11-06;D.C;12.16;19.91;25.14;49.89;-12.98;-29.98
2020-11-19;D.A;29.63;45.62;11.21;86.86;18.42;-41.24
2020-11-30;E.E;23.6;89.64;22.84;54.05;0.76;35.59
2020-11-30;A.B;34.99;88.46;26.24;14.31;8.75;74.15
2020-12-03;C.D;22.77;35.91;19.22;36.83;3.55;-0.92
2020-12-24;E.B;29.01;37.34;23.74;82.7;5.27;-45.36
2021-01-10;D.A;28.62;56.46;28.11;35.86;0.51;20.6
2021-01-25;E.E;12.29;9.42;24.0;48.09;-11.71;-38.67
2021-01-28;E.A;16.37;70.62;26.5;19.62;-10.13;51.0
2021-02-02;D.C;24.26;81.4;22.53;59.73;1.73;21.67
2021-02-20;D.E;25.13;67.05;33.54;92.56;-8.41;-25.51
2021-03-14;B.B;27.16;54.85;22.29;68.74;4.87;-13.89
2021-04-08;E.C;25.61;41.98;19.87;18.39;5.74;23.59
2021-05-23;D.C;21.0;41.98;36.53;87.74;-15.53;-45.76
2021-05-27;A.C;13.66;42.4;34.31;69.07;-20.65;-26.67
2021-06-01;E.E;34.98;25.41;16.61;6.52;18.37;18.89
2021-06-13;E.D;28.76;34.28;28.75;64.86;0.01;-30.58
2021-06-16;E.C;31.32;58.66;26.54;62.2;4.78;-3.54
2021-06-18;E.A;22.31;46.93;28.18;63.11;-5.87;-16.18
2021-07-02;D.A;27.84;18.62;16.37;20.24;11.47;-1.62
2021-07-05;E.B;29.21;46.36;30.53;58.43;-1.32;-12.07
2021-08-05;E.D;23.53;65.08;21.8;41.81;1.73;23.27
2021-08-27;C.E;21.22;81.66;27.65;49.1;-6.43;32.56
2021-09-04;A.C;19.2;17.97;11.86;81.56;7.34;-63.59
2021-09-16;C.A;11.28;6.1;19.41;59.9;-8.13;-53.8
2021-09-18;C.D;25.63;91.75;20.95;5.71;4.68;86.04
2021-09-24;A.D;23.17;34.05;13.96;98.58;9.21;-64.53
2021-09-26;D.A;26.59;67.83;27.04;41.24;-0.45;26.59
2021-10-14;E.C;20.76;26.25;29.47;39.47;-8.71;-13.22
2021-10-27;E.E;25.8;81.53;28.36;47.62;-2.56;33.91
2021-11-03;E.E;23.12;46.8;31.71;76.53;-8.59;-29.73
2021-12-02;D.E;16.43;67.44;22.58;85.27;-6.15;-17.83
2021-12-06;B.A;24.28;59.39;26.21;54.43;-1.93;4.96
2021-12-11;C.A;22.28;56.33;20.88;44.01;1.4;12.32
2021-12-12;B.D;20.01;67.5;23.65;35.65;-3.64;31.85
2022-01-01;B.E;24.25;75.09;29.38;55.67;-5.13;19.42
2022-01-16;C.B;28.65;23.98;26.04;55.25;2.61;-31.27
2022-01-19;E.A;20.87;24.47;15.43;41.45;5.44;-16.98
2022-01-20;C.B;23.7;47.4;11.92;6.66;11.78;40.74
2022-01-24;E.B;17.85;8.44;34.92;78.34;-17.07;-69.9
2022-02-19;C.B;32.37;15.0;21.44;64.12;10.93;-49.12
2022-02-20;B.A;13.15;44.03;10.92;11.02;2.23;33.01
2022-03-04;D.D;19.57;48.81;34.27;16.39;-14.7;32.42
2022-03-04;E.B;20.44;59.96;13.15;32.02;7.29;27.94
2022-03-09;B.E;26.39;79.75;25.87;56.16;0.52;23.59
2022-04-11;C.C;36.31;60.88;28.24;21.18;8.07;39.7
2022-04-17;E.C;27.44;46.31;29.11;8.31;-1.67;38.0
2022-04-29;B.B;15.55;99.31;29.17;31.63;-13.62;67.68
2022-05-23;C.E;22.71;46.3;22.4;31.14;0.31;15.16
2022-07-23;B.E;23.43;56.52;23.45;74.43;-0.02;-17.91
2022-08-01;B.E;23.81;66.66;24.89;99.77;-1.08;-33.11
2022-08-08;A.A;20.14;69.46;14.18;41.5;5.96;27.96
2020-08-21;A.E;23.05;60.52;16.6;57.54;6.45;2.98
2020-09-28;C.A;28.88;46.15;29.58;38.24;-0.7;7.91
2020-11-27;A.E;28.33;82.0;17.8;53.57;10.53;28.43
2020-12-12;A.E;18.98;37.36;24.7;49.93;-5.72;-12.57
2020-12-22;B.C;15.39;37.21;11.08;50.35;4.31;-13.14
2021-04-22;D.C;35.29;65.41;19.83;53.01;15.46;12.4
2021-04-24;B.A;33.47;19.13;22.33;15.55;11.14;3.58
2021-05-08;C.B;24.66;60.05;15.95;63.56;8.71;-3.51
2021-05-30;C.D;19.45;74.63;23.91;98.91;-4.46;-24.28
2021-07-31;A.E;19.29;44.77;33.43;52.91;-14.14;-8.14
2021-08-23;B.A;30.85;92.99;30.0;32.95;0.85;60.04
2021-08-28;A.A;17.92;23.24;21.69;34.15;-3.77;-10.91
2021-08-31;D.A;11.31;29.66;19.77;60.38;-8.46;-30.72
2021-10-16;A.C;14.56;18.12;26.65;47.75;-12.09;-29.63
2021-10-28;A.B;16.26;45.26;30.47;54.01;-14.21;-8.75
2021-10-29;A.B;29.95;31.82;21.49;26.12;8.46;5.7
2021-11-14;A.C;25.06;60.49;28.66;77.41;-3.6;-16.92
2021-12-21;D.A;23.02;69.85;35.96;13.16;-12.94;56.69
2022-05-04;A.C;24.6;97.85;29.26;67.21;-4.66;30.64
2022-05-29;A.A;18.75;99.98;19.61;85.87;-0.86;14.11
2022-06-18;A.B;30.36;67.06;28.49;59.93;1.87;7.13
2022-07-24;C.A;29.12;43.06;22.54;33.75;6.58;9.31
