day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-01;D.B;18.1;47.33;28.2;43.27;-10.1;4.06
2020-04-11;A.C;29.02;36.62;22.37;22.74;6.65;13.88
2020-04-19;D.B;18.03;75.7;23.74;57.23;-5.71;18.47
2020-05-04;D.D;15.22;22.17;30.23;42.71;-15.01;-20.54
2020-05-23;A.D;24.8;43.55;30.07;47.6;-5.27;-4.05
2020-05-25;E.E;26.27;42.72;26.53;58.18;-0.26;-15.46
2020-06-02;C.B;28.61;75.47;22.67;24.91;5.94;50.56
2020-06-18;D.D;30.51;32.7;29.87;49.42;0.64;-16.72
2020-07-11;E.A;18.13;89.63;23.88;68.42;-5.75;21.21
2020-07-22;D.B;22.03;41.79;31.73;30.15;-9.7;11.64
2020-07-27;E.C;23.33;53.59;34.17;90.0;-10.84;-36.41
2020-08-09;D.B;24.45;49.43;11.68;34.59;12.77;14.84
2020-08-11;C.D;27.06;57.61;22.51;82.72;4.55;-25.11
2020-09-24;C.A;13.28;64.19;32.32;37.41;-19.04;26.78
2020-09-30;D.B;25.26;80.37;23.38;50.07;1.88;30.3
2020-10-13;D.A;30.94;22.45;26.61;49.04;4.33;-26.59
2020-10-30;B.C;24.0;65.45;21.43;59.31;2.57;6.14
2020-10-31;E.A;24.9;54.29;15.84;39.7;9.06;14.59
2020-11-02;E.A;20.48;26.27;17.48;6.36;3.0;19.91
2020-11-03;B.A;18.18;75.6;29.9;55.79;-11.72;19.81
2020-11-08;A.A;20.27;64.07;22.87;36.35;-2.6;27.72
2020-11-21;D.C;25.04;42.46;16.18;35.64;8.86;6.82
2020-11-29;B.C;19.39;55.41;24.39;51.46;-5.0;3.95
2020-12-07;E.B;15.26;48.04;14.69;71.93;0.57;-23.89
2020-12-16;C.B;31.41;89.57;23.56;27.44;7.85;62.13
2021-01-12;B.C;20.32;48.59;30.99;87.7;-10.67;-39.11
2021-01-20;D.D;34.62;58.94;27.85;69.99;6.77;-11.05
2021-01-20;D.A;17.04;27.72;14.17;37.41;2.87;-9.69
2021-01-23;D.B;31.9;4.5;29.19;45.89;2.71;-41.39
2021-02-18;E.D;18.11;50.53;20.44;75.06;-2.33;-24.53
2021-03-21;D.D;27.96;58.21;27.01;27.05;0.95;31.16
2021-05-22;D.A;25.44;48.08;33.13;12.93;-7.69;35.15
