day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-01;E.E;30.26;45.42;21.74;50.01;8.52;-4.59
2020-04-11;B.E;25.4;13.58;10.12;78.24;15.28;-64.66
2020-04-26;B.C;27.57;25.09;21.13;43.14;6.44;-18.05
2020-04-30;A.C;23.45;42.15;35.04;10.84;-11.59;31.31
2020-05-10;C.E;23.66;56.24;21.0;72.9;2.66;-16.66
2020-05-25;E.A;25.87;34.29;13.22;48.89;12.65;-14.6
2020-05-26;B.C;33.92;40.23;15.54;30.55;18.38;9.68
2020-07-30;E.C;22.17;96.78;27.01;89.08;-4.84;7.7
2020-08-23;D.A;26.22;65.4;22.34;45.69;3.88;19.71
2020-08-26;D.D;31.48;56.44;20.42;43.72;11.06;12.72
2020-08-27;D.E;15.83;17.99;20.2;66.45;-4.37;-48.46
2020-09-15;E.B;12.4;70.91;35.35;4.0;-22.95;66.91
2020-09-27;B.E;16.63;69.11;19.63;23.49;-3.0;45.62
2020-10-13;D.D;20.63;75.34;21.03;13.65;-0.4;61.69
2020-11-04;C.B;22.94;49.82;23.7;56.74;-0.76;-6.92
2020-11-07;A.B;22.56;36.93;23.41;67.9;-0.85;-30.97
2020-11-11;E.E;24.67;27.24;22.15;59.95;2.52;-32.71
2020-11-19;B.E;21.45;68.9;25.83;30.06;-4.38;38.84
2020-11-20;D.B;30.81;37.53;27.68;73.91;3.13;-36.38
2020-11-25;D.C;22.83;51.53;16.02;61.03;6.81;-9.5
2020-11-28;B.D;25.88;67.23;30.29;21.17;-4.41;46.06
2020-11-30;A.C;16.51;42.58;31.42;47.74;-14.91;-5.16
2020-12-07;C.B;21.55;20.98;16.55;52.95;5.0;-31.97
2020-12-08;A.B;24.4;26.9;26.85;54.48;-2.45;-27.58
2020-12-14;A.C;24.08;77.08;24.88;52.1;-0.8;24.98
2020-12-27;C.D;23.61;36.21;18.9;32.49;4.71;3.72
2021-01-07;D.E;34.43;42.75;30.54;46.55;3.89;-3.8
2021-01-26;B.B;30.45;33.16;19.06;37.57;11.39;-4.41
2021-01-28;C.A;21.63;64.02;21.17;66.31;0.46;-2.29
2021-02-26;E.B;21.59;81.57;18.74;43.95;2.85;37.62
2021-03-08;C.A;31.14;34.87;24.28;17.08;6.86;17.79
2021-03-16;B.D;23.81;50.19;21.06;36.67;2.75;13.52
2021-03-22;E.B;23.16;49.88;35.0;49.29;-11.84;0.59
2021-03-27;E.D;11.7;54.5;19.3;83.68;-7.6;-29.18
2021-03-30;D.A;22.36;12.13;14.82;80.95;7.54;-68.82
2021-05-02;A.B;18.14;96.18;27.78;39.97;-9.64;56.21
2021-05-18;D.B;12.39;3.24;15.51;38.82;-3.12;-35.58
2021-07-19;A.E;23.91;14.65;27.64;26.25;-3.73;-11.6
2021-07-24;C.D;19.48;38.76;24.28;32.99;-4.8;5.77
2021-08-24;D.C;12.72;73.86;24.67;54.97;-11.95;18.89
2021-09-05;E.C;22.32;60.77;23.77;33.64;-1.45;27.13
2021-09-06;E.B;36.13;20.37;27.23;71.74;8.9;-51.37
2021-09-10;E.E;18.76;47.73;17.55;30.93;1.21;16.8
2021-09-17;B.C;22.78;50.57;13.83;34.13;8.95;16.44
2021-10-11;D.D;29.6;22.33;33.0;34.78;-3.4;-12.45
2021-11-11;E.E;16.11;84.73;16.55;40.0;-0.44;44.73
2021-11-22;E.C;30.12;51.9;22.59;39.0;7.53;12.9
2021-12-10;C.E;17.1;31.3;25.07;54.7;-7.97;-23.4
2022-01-19;D.B;22.52;33.03;26.26;45.31;-3.74;-12.28
2022-01-21;B.A;17.48;41.01;21.97;24.87;-4.49;16.14
2022-01-23;B.D;16.13;73.02;28.17;22.22;-12.04;50.8
2022-01-29;E.C;21.6;51.52;20.16;57.03;1.44;-5.51
2022-02-05;B.D;31.65;43.66;19.77;10.69;11.88;32.97
2022-02-27;E.A;19.26;49.26;36.79;36.26;-17.53;13.0
2022-03-16;E.E;29.32;20.53;26.61;30.34;2.71;-9.81
2022-03-31;D.C;18.57;41.6;19.63;51.65;-1.06;-10.05
2022-04-02;E.C;17.57;78.29;25.59;22.63;-8.02;55.66
2022-04-29;C.B;21.27;37.2;25.83;77.81;-4.56;-40.61
2022-05-06;E.B;17.13;63.92;27.23;66.66;-10.1;-2.74
2022-05-16;A.B;18.63;35.86;27.72;57.2;-9.09;-21.34
2022-06-05;B.D;19.28;63.94;36.36;83.98;-17.08;-20.04
2022-07-27;B.E;26.76;23.73;30.78;44.76;-4.02;-21.03
2020-07-18;A.D;20.97;23.74;28.37;54.02;-7.4;-30.28
2020-10-28;A.B;15.72;91.58;19.04;71.93;-3.32;19.65
2020-12-11;A.A;24.49;56.32;21.53;25.32;2.96;31.0
2021-01-15;A.E;25.31;47.7;16.1;58.07;9.21;-10.37
2021-03-09;B.B;18.86;45.4;25.06;25.84;-6.2;19.56
2021-04-10;D.D;15.33;18.77;23.26;77.7;-7.93;-58.93
2021-05-02;C.B;13.18;49.14;21.92;53.32;-8.74;-4.18
2021-05-29;B.C;27.48;67.18;26.7;29.16;0.78;38.02
2021-06-15;A.D;31.37;52.94;33.38;81.57;-2.01;-28.63
2021-07-01;B.D;26.29;41.52;27.2;56.96;-0.91;-15.44
2021-07-07;A.E;21.15;34.01;22.72;59.56;-1.57;-25.55
2021-11-24;D.C;14.94;69.08;21.63;72.48;-6.69;-3.4
2021-11-29;A.D;18.12;53.77;18.23;22.87;-0.11;30.9
2021-12-28;A.B;30.79;68.09;21.07;27.95;9.72;40.14
2022-01-14;A.C;26.63;63.18;22.25;63.26;4.38;-0.08
2022-02-16;B.C;17.95;17.53;17.98;2.6;-0.03;14.93
2022-02-20;A.C;19.2;24.69;18.41;43.99;0.79;-19.3
2022-04-16;A.C;32.41;99.88;37.25;14.99;-4.84;84.89
2022-06-20;A.A;19.02;68.83;32.97;69.76;-13.95;-0.93
2022-06-24;B.D;18.55;54.93;18.84;8.9;-0.29;46.03
2022-08-07;A.E;11.58;47.88;24.45;75.36;-12.87;-27.48
