day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-06;A.E;16.58;24.24;23.95;30.73;-7.37;-6.49
2020-04-12;E.B;23.57;59.59;28.8;17.42;-5.23;42.17
2020-04-22;D.A;21.95;18.32;29.7;66.42;-7.75;-48.1
2020-04-26;B.B;27.23;84.39;31.71;48.88;-4.48;35.51
2020-05-08;C.D;29.46;91.12;25.85;32.97;3.61;58.15
2020-05-09;D.C;16.28;48.07;24.32;63.6;-8.04;-15.53
2020-05-09;B.D;23.8;33.87;33.78;14.75;-9.98;19.12
2020-05-24;E.B;26.48;30.31;22.21;58.7;4.27;-28.39
2020-05-26;D.B;18.38;99.23;24.74;48.11;-6.36;51.12
2020-06-09;B.E;31.63;88.79;24.81;45.93;6.82;42.86
2020-06-12;C.C;20.76;63.08;23.8;57.91;-3.04;5.17
2020-06-13;C.D;35.4;46.86;20.76;52.21;14.64;-5.35
2020-06-24;C.D;17.72;38.51;31.1;83.87;-13.38;-45.36
2020-06-27;C.B;19.67;74.02;26.02;58.25;-6.35;15.77
2020-07-19;E.B;24.69;79.35;22.07;46.63;2.62;32.72
2020-07-21;E.C;26.77;43.45;21.75;30.22;5.02;13.23
2020-07-22;D.E;23.57;73.68;21.83;62.38;1.74;11.3
2020-08-09;B.E;21.24;43.12;15.61;68.84;5.63;-25.72
2020-08-09;C.E;18.99;24.08;32.35;83.12;-13.36;-59.04
2020-08-28;B.E;18.78;37.97;15.5;36.64;3.28;1.33
2020-11-27;E.C;16.05;60.49;28.84;64.83;-12.79;-4.34
2020-12-09;C.D;23.06;53.4;28.21;93.59;-5.15;-40.19
2020-12-17;C.E;28.18;93.81;28.5;94.56;-0.32;-0.75
2021-01-16;E.B;21.9;20.63;18.16;49.03;3.74;-28.4
2021-01-17;E.C;22.52;15.59;33.29;55.02;-10.77;-39.43
2021-01-18;E.D;24.95;13.82;26.49;16.08;-1.54;-2.26
2021-02-01;C.E;23.99;37.78;18.33;28.49;5.66;9.29
2021-02-12;D.A;31.12;86.67;30.21;34.46;0.91;52.21
2021-02-18;A.A;25.55;68.62;22.25;38.99;3.3;29.63
2021-03-06;D.E;26.87;60.91;25.7;61.83;1.17;-0.92
2021-03-11;B.D;27.62;10.24;35.24;21.24;-7.62;-11.0
2021-04-03;E.C;21.07;41.47;30.31;40.1;-9.24;1.37
2021-05-04;C.A;16.47;67.7;26.09;51.7;-9.62;16.0
2021-05-10;B.C;26.03;48.94;19.95;53.19;6.08;-4.25
2021-06-04;D.C;27.49;26.13;20.93;55.17;6.56;-29.04
2021-06-14;C.E;14.14;38.17;27.13;64.9;-12.99;-26.73
2021-06-14;E.A;15.8;15.72;26.25;45.84;-10.45;-30.12
2021-06-21;D.B;23.48;46.54;26.96;99.25;-3.48;-52.71
2021-07-02;A.E;21.74;70.96;26.8;71.75;-5.06;-0.79
2021-07-09;E.C;21.08;18.38;23.55;80.92;-2.47;-62.54
2021-07-18;C.A;24.91;2.86;18.25;31.39;6.66;-28.53
2021-08-31;C.B;21.17;42.05;28.75;38.51;-7.58;3.54
2021-10-01;A.B;17.56;33.6;30.0;39.11;-12.44;-5.51
2021-10-04;D.E;19.13;22.8;26.86;44.58;-7.73;-21.78
2021-10-04;D.C;31.39;80.05;20.38;56.7;11.01;23.35
2021-10-08;D.A;22.59;76.6;30.95;56.24;-8.36;20.36
2021-11-08;C.D;20.37;36.11;30.75;97.32;-10.38;-61.21
2021-11-08;B.B;21.2;40.28;25.39;58.43;-4.19;-18.15
2021-12-10;E.B;22.62;43.58;24.4;50.11;-1.78;-6.53
2021-12-11;B.D;26.25;26.55;29.28;6.23;-3.03;20.32
2021-12-11;E.D;37.45;13.72;25.97;49.26;11.48;-35.54
2022-02-03;D.D;21.93;61.22;28.55;37.64;-6.62;23.58
2022-03-03;A.A;15.87;15.94;29.62;46.77;-13.75;-30.83
2022-03-16;E.D;23.35;7.92;18.5;57.9;4.85;-49.98
2022-03-27;E.E;37.24;81.65;22.08;54.54;15.16;27.11
2022-03-29;C.B;21.06;56.84;21.26;53.86;-0.2;2.98
2022-05-31;E.E;24.1;50.53;19.25;49.21;4.85;1.32
2022-06-28;C.D;21.04;38.21;27.62;55.59;-6.58;-17.38
2022-08-02;E.E;26.53;64.13;27.61;42.97;-1.08;21.16
2022-08-21;D.E;25.12;28.36;13.56;11.72;11.56;16.64
2022-08-30;C.A;25.81;59.55;10.95;20.02;14.86;39.53
2020-10-06;D.A;16.26;52.61;20.28;29.4;-4.02;23.21
2020-11-04;C.E;10.51;22.57;25.48;55.56;-14.97;-32.99
2020-12-06;B.C;25.73;51.25;25.21;33.8;0.52;17.45
2020-12-07;A.A;26.62;36.65;27.49;44.48;-0.87;-7.83
2021-01-11;A.A;28.24;54.32;24.1;60.18;4.14;-5.86
2021-01-25;C.B;32.0;29.42;23.56;54.55;8.44;-25.13
2021-02-20;A.E;25.54;50.82;25.69;37.58;-0.15;13.24
2021-07-17;C.E;19.37;9.1;19.29;80.81;0.08;-71.71
2021-10-31;A.B;21.26;63.48;33.22;20.01;-11.96;43.47
2022-01-05;A.A;25.32;44.22;32.9;37.96;-7.58;6.26
2022-01-12;A.A;29.75;74.71;16.68;75.71;13.07;-1.0
2022-01-21;A.B;28.18;39.68;24.69;54.62;3.49;-14.94
2022-02-05;B.B;32.68;66.39;12.91;70.89;19.77;-4.5
2022-02-14;C.A;20.66;50.7;20.2;47.33;0.46;3.37
2022-02-27;B.C;37.16;29.86;23.76;59.17;13.4;-29.31
2022-03-15;B.D;20.95;41.29;37.38;72.96;-16.43;-31.67
2022-03-20;A.C;25.7;59.16;22.07;63.26;3.63;-4.1
2022-03-29;B.A;23.25;30.32;26.25;48.69;-3.0;-18.37
2022-06-29;C.B;30.19;11.33;26.47;65.41;3.72;-54.08
2022-07-20;B.D;28.38;32.35;15.95;32.31;12.43;0.04
