day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-08;A.A;23.01;51.76;34.1;64.3;-11.09;-12.54
2020-04-15;C.E;13.17;68.51;27.08;8.8;-13.91;59.71
2020-05-22;A.A;32.92;97.91;30.16;37.88;2.76;60.03
2020-05-23;C.B;17.2;60.59;18.5;75.33;-1.3;-14.74
2020-05-26;D.E;32.32;58.25;21.72;47.15;10.6;11.1
2020-06-08;A.D;27.38;44.23;23.36;68.32;4.02;-24.09
2020-06-15;B.A;12.46;39.86;22.27;30.12;-9.81;9.74
2020-06-16;A.C;22.22;67.53;25.33;45.26;-3.11;22.27
2020-07-01;E.E;24.59;81.73;37.24;88.96;-12.65;-7.23
2020-07-07;C.C;25.44;44.27;29.89;44.19;-4.45;0.08
2020-07-20;B.C;25.96;57.41;30.09;38.71;-4.13;18.7
2020-08-19;B.A;26.35;18.85;30.0;45.22;-3.65;-26.37
2020-08-23;D.E;21.48;41.1;31.73;44.72;-10.25;-3.62
2020-08-29;C.C;22.6;56.49;20.74;49.99;1.86;6.5
2020-09-05;B.C;20.81;66.76;16.85;97.51;3.96;-30.75
2020-09-07;E.E;23.45;21.22;26.72;41.92;-3.27;-20.7
2020-09-07;C.C;25.34;52.92;18.94;64.51;6.4;-11.59
2020-09-18;C.D;20.05;61.73;17.67;59.99;2.38;1.74
2020-09-26;B.A;22.92;41.62;26.16;46.56;-3.24;-4.94
2020-11-07;B.C;13.97;61.06;19.51;66.08;-5.54;-5.02
2020-11-20;C.E;22.51;40.75;23.25;48.21;-0.74;-7.46
2020-12-04;B.A;21.88;89.23;26.94;80.18;-5.06;9.05
2020-12-11;C.B;23.73;58.89;19.07;36.0;4.66;22.89
2020-12-30;B.E;26.12;68.86;20.98;64.24;5.14;4.62
2021-01-09;A.B;30.93;47.14;34.98;37.13;-4.05;10.01
2021-01-15;E.A;25.32;43.23;18.97;44.23;6.35;-1.0
2021-03-24;A.D;18.68;64.62;11.88;16.06;6.8;48.56
2021-04-10;E.B;26.5;43.0;20.6;82.0;5.9;-39.0
2021-04-17;E.C;27.26;77.14;22.53;48.79;4.73;28.35
2021-05-16;E.B;16.43;80.34;23.51;47.51;-7.08;32.83
