day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-25;C.B;23.63;68.58;33.52;63.63;-9.89;4.95
2020-05-23;B.B;17.57;8.89;16.91;77.58;0.66;-68.69
2020-06-03;E.C;27.33;8.69;20.06;30.15;7.27;-21.46
2020-06-18;D.E;12.99;86.72;30.68;86.42;-17.69;0.3
2020-06-23;B.D;24.43;2.52;32.14;2.59;-7.71;-0.07
2020-08-05;E.A;29.56;54.7;25.94;92.71;3.62;-38.01
2020-08-14;A.B;27.68;38.16;29.13;96.21;-1.45;-58.05
2020-08-14;D.E;17.16;73.42;25.4;44.93;-8.24;28.49
2020-08-19;D.E;28.25;62.57;26.28;32.43;1.97;30.14
2020-08-26;D.C;26.87;41.75;22.5;76.49;4.37;-34.74
2020-08-27;E.B;30.93;77.91;26.53;67.13;4.4;10.78
2020-09-05;D.E;12.78;4.93;18.87;35.21;-6.09;-30.28
2020-09-22;C.E;27.86;79.87;16.42;67.55;11.44;12.32
2020-09-24;E.B;23.67;51.2;32.14;75.02;-8.47;-23.82
2020-09-29;E.C;22.63;63.97;19.63;2.73;3.0;61.24
2020-10-12;D.B;19.31;33.01;16.08;10.17;3.23;22.84
2020-10-22;E.C;29.51;96.11;23.64;23.06;5.87;73.05
2020-10-26;B.D;26.52;53.78;27.76;36.73;-1.24;17.05
2020-11-11;D.D;21.59;26.41;26.17;88.61;-4.58;-62.2
2020-11-22;D.E;13.16;12.35;22.64;41.84;-9.48;-29.49
2021-01-13;E.B;22.08;68.01;22.53;50.23;-0.45;17.78
2021-01-30;D.A;21.6;30.14;24.88;73.94;-3.28;-43.8
2021-01-30;B.E;22.38;46.63;12.16;26.95;10.22;19.68
2021-02-20;A.A;29.05;30.03;32.3;53.92;-3.25;-23.89
2021-03-20;E.E;14.11;15.28;18.41;49.2;-4.3;-33.92
2021-03-27;A.D;23.54;28.12;21.62;49.07;1.92;-20.95
2021-03-29;B.C;22.45;41.91;24.56;62.49;-2.11;-20.58
2021-05-04;E.B;24.36;15.42;28.5;11.98;-4.14;3.44
2021-05-27;A.D;25.32;63.41;25.28;40.98;0.04;22.43
2021-05-30;E.C;18.64;28.03;22.51;77.12;-3.87;-49.09
2021-07-14;B.A;23.1;32.22;20.05;56.04;3.05;-23.82
2021-07-20;A.D;19.94;47.54;28.05;48.08;-8.11;-0.54
2021-07-29;E.B;27.7;48.96;32.57;37.76;-4.87;11.2
2021-08-01;C.B;30.25;49.44;21.78;44.78;8.47;4.66
2021-09-01;E.E;24.35;41.64;23.43;54.52;0.92;-12.88
2021-09-22;C.A;17.36;69.82;25.27;54.18;-7.91;15.64
2021-09-24;E.B;16.66;28.23;31.94;14.81;-15.28;13.42
