day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-08;E.D;25.18;50.86;13.41;21.21;11.77;29.65
2020-04-18;A.B;20.49;62.39;11.89;10.43;8.6;51.96
2020-04-26;D.A;15.89;13.86;34.88;75.05;-18.99;-61.19
2020-04-27;C.C;23.05;32.08;28.31;70.14;-5.26;-38.06
2020-04-30;C.B;33.22;68.35;17.14;67.13;16.08;1.22
2020-05-03;D.A;21.39;23.39;19.22;20.91;2.17;2.48
2020-05-26;B.E;24.38;66.78;30.65;57.78;-6.27;9.0
2020-05-30;D.A;15.46;85.5;14.86;39.29;0.6;46.21
2020-07-16;D.D;29.49;55.04;16.37;51.89;13.12;3.15
2020-07-19;A.D;18.61;27.11;26.36;75.77;-7.75;-48.66
2020-09-08;C.E;19.96;22.93;18.35;80.86;1.61;-57.93
2020-09-26;D.E;24.77;76.07;26.23;48.1;-1.46;27.97
2020-10-02;B.E;13.4;87.85;32.88;44.61;-19.48;43.24
2020-10-14;A.D;25.46;41.09;14.8;93.58;10.66;-52.49
2020-12-04;C.A;33.6;64.14;17.09;66.46;16.51;-2.32
2020-12-08;C.D;23.94;10.36;25.15;67.79;-1.21;-57.43
2021-01-09;B.B;15.87;57.46;19.39;37.86;-3.52;19.6
2021-01-27;C.B;32.49;95.86;22.84;35.09;9.65;60.77
2021-02-01;D.E;21.04;72.42;21.22;44.16;-0.18;28.26
2021-02-06;E.A;36.56;2.25;17.06;43.1;19.5;-40.85
2021-02-14;D.D;34.38;93.06;23.39;55.38;10.99;37.68
2021-02-21;B.B;24.45;48.97;23.04;39.34;1.41;9.63
2021-02-23;C.B;22.12;48.7;23.14;41.45;-1.02;7.25
2021-04-06;E.D;24.86;45.4;26.75;37.2;-1.89;8.2
2021-04-12;A.A;22.19;27.19;36.45;68.75;-14.26;-41.56
2021-04-22;C.D;28.33;62.84;19.1;44.77;9.23;18.07
2021-05-12;D.D;27.05;57.02;16.01;56.82;11.04;0.2
2021-05-17;D.E;20.34;63.11;25.03;17.25;-4.69;45.86
2021-05-31;D.D;22.54;70.74;33.24;81.0;-10.7;-10.26
2021-06-14;D.C;25.26;66.73;24.2;51.33;1.06;15.4
2021-07-05;B.A;12.99;86.6;11.86;12.29;1.13;74.31
2021-07-12;A.C;23.91;70.57;19.2;60.67;4.71;9.9
2021-08-19;E.B;29.5;64.12;25.39;44.82;4.11;19.3
2021-08-21;B.B;30.55;46.24;26.39;43.26;4.16;2.98
2021-08-23;A.B;30.82;44.26;21.38;57.45;9.44;-13.19
2021-09-11;D.B;27.9;56.83;25.36;52.54;2.54;4.29
2021-11-15;E.E;10.27;72.19;17.92;9.9;-7.65;62.29
2021-11-18;B.C;24.58;42.95;19.59;50.76;4.99;-7.81
2021-12-08;C.D;23.24;64.43;17.9;31.18;5.34;33.25
2021-12-13;A.B;15.28;51.99;14.6;53.3;0.68;-1.31
2021-12-20;B.D;33.12;17.15;16.15;66.35;16.97;-49.2
2021-12-22;D.D;14.75;49.71;10.62;16.2;4.13;33.51
2022-01-18;C.B;29.87;70.03;24.32;61.65;5.55;8.38
2022-02-24;C.D;16.32;62.81;20.12;67.63;-3.8;-4.82
2022-03-16;C.B;26.72;60.06;18.87;20.97;7.85;39.09
2022-03-27;D.C;24.13;34.84;35.65;82.07;-11.52;-47.23
2022-04-10;D.B;33.65;72.77;29.03;34.04;4.62;38.73
2022-04-19;E.C;25.29;42.45;27.06;79.58;-1.77;-37.13
2022-04-22;E.D;29.41;42.66;22.55;85.03;6.86;-42.37
2022-05-26;D.D;10.14;0.1;31.35;33.83;-21.21;-33.73
2022-06-03;B.D;29.74;88.32;26.54;59.98;3.2;28.34
2022-06-04;E.A;27.23;43.63;25.08;63.83;2.15;-20.2
2022-06-11;E.D;27.19;20.8;16.8;84.21;10.39;-63.41
2022-06-11;E.A;17.06;44.24;32.76;48.69;-15.7;-4.45
2022-06-14;E.B;29.68;51.89;24.7;66.12;4.98;-14.23
2022-07-10;D.C;10.72;4.82;24.65;89.71;-13.93;-84.89
2022-07-23;C.D;14.11;46.94;21.89;48.7;-7.78;-1.76
2022-08-02;C.A;24.27;46.4;16.52;66.39;7.75;-19.99
2022-08-08;C.A;21.62;80.28;22.24;81.26;-0.62;-0.98
2022-08-17;A.D;23.25;80.9;22.21;46.48;1.04;34.42
2022-08-17;C.C;22.84;74.62;28.44;46.71;-5.6;27.91
2022-08-21;A.A;12.9;33.43;22.51;80.75;-9.61;-47.32
2022-08-24;D.E;35.51;94.8;18.91;15.6;16.6;79.2
2020-06-28;B.A;23.35;65.25;29.03;65.3;-5.68;-0.05
2020-06-28;B.C;23.64;60.4;11.17;17.94;12.47;42.46
2020-08-25;A.B;25.12;21.36;21.63;77.83;3.49;-56.47
2021-01-17;B.B;34.36;88.12;24.75;30.75;9.61;57.37
2021-04-07;C.D;35.37;79.35;27.99;63.52;7.38;15.83
2021-04-26;D.C;20.63;54.23;23.61;57.51;-2.98;-3.28
2021-05-26;D.A;30.75;58.61;25.23;52.66;5.52;5.95
2021-05-30;A.B;25.78;70.6;19.94;37.61;5.84;32.99
2021-06-05;A.D;28.28;32.72;16.83;52.14;11.45;-19.42
2021-06-17;B.D;27.59;29.97;28.17;35.34;-0.58;-5.37
2021-06-21;A.D;31.28;73.77;20.55;48.72;10.73;25.05
2021-06-29;A.B;32.39;64.66;16.18;42.4;16.21;22.26
2022-03-12;A.E;24.75;24.6;11.42;18.43;13.33;6.17
2022-05-15;A.A;26.16;35.32;31.37;61.84;-5.21;-26.52
2022-05-20;A.A;16.5;40.11;33.52;63.76;-17.02;-23.65
2022-05-22;B.B;32.03;42.8;13.97;3.6;18.06;39.2
2022-05-22;A.B;10.78;41.29;30.52;35.84;-19.74;5.45
2022-07-13;B.B;21.94;33.05;20.82;48.31;1.12;-15.26
2022-08-08;D.E;14.15;53.14;22.89;23.3;-8.74;29.84
