day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-18;D.D;21.5;36.64;12.96;82.57;8.54;-45.93
2020-04-18;E.B;20.65;69.88;18.92;67.54;1.73;2.34
2020-04-20;D.B;24.52;45.38;26.08;56.31;-1.56;-10.93
2020-04-23;C.C;30.7;41.4;25.34;56.36;5.36;-14.96
2020-05-11;B.D;29.58;28.53;27.49;70.3;2.09;-41.77
2020-06-25;E.E;18.63;65.78;30.97;16.22;-12.34;49.56
2020-07-11;D.E;11.71;79.75;13.85;9.7;-2.14;70.05
2020-08-08;E.E;18.21;34.23;32.58;31.95;-14.37;2.28
2020-08-15;D.D;28.44;93.67;14.93;29.46;13.51;64.21
2020-08-22;A.A;17.6;34.88;29.21;72.65;-11.61;-37.77
2020-08-25;B.C;27.69;56.47;21.84;65.52;5.85;-9.05
2020-08-25;E.C;35.55;35.18;21.75;55.43;13.8;-20.25
2020-11-07;B.B;11.57;48.79;26.38;39.86;-14.81;8.93
2020-11-09;D.B;20.68;46.27;24.14;93.15;-3.46;-46.88
2020-11-29;E.C;25.16;86.96;17.39;36.44;7.77;50.52
2020-12-02;B.E;26.89;82.32;28.08;62.76;-1.19;19.56
2020-12-14;D.E;19.91;49.72;23.77;38.46;-3.86;11.26
2021-01-03;E.D;37.46;88.57;25.86;70.97;11.6;17.6
2021-01-06;D.C;16.33;61.83;18.8;66.83;-2.47;-5.0
2021-01-06;D.A;33.65;45.12;22.18;7.72;11.47;37.4
2021-02-04;D.E;25.97;13.54;16.28;75.21;9.69;-61.67
2021-02-05;C.E;28.11;48.08;11.3;73.61;16.81;-25.53
2021-02-22;E.D;23.17;47.85;16.07;68.38;7.1;-20.53
2021-03-16;C.B;34.48;91.32;25.16;48.24;9.32;43.08
2021-04-01;E.D;34.39;74.5;21.36;74.38;13.03;0.12
2021-04-29;B.E;24.89;34.33;24.65;72.07;0.24;-37.74
2021-06-01;E.A;21.75;44.87;19.62;47.66;2.13;-2.79
2021-06-13;C.C;25.79;30.85;20.4;14.56;5.39;16.29
2021-08-13;E.E;26.46;51.22;24.67;90.9;1.79;-39.68
2021-09-09;C.C;33.28;38.28;23.75;98.56;9.53;-60.28
2021-09-20;C.C;18.97;19.51;24.03;22.91;-5.06;-3.4
2021-09-24;E.D;24.58;43.99;27.89;22.69;-3.31;21.3
2021-10-23;B.C;25.99;44.48;14.54;13.51;11.45;30.97
2021-10-23;B.B;26.75;22.33;22.04;46.42;4.71;-24.09
2021-11-04;B.A;21.16;56.25;34.51;66.44;-13.35;-10.19
2021-11-10;E.C;20.59;17.17;23.11;33.06;-2.52;-15.89
2021-11-24;D.E;23.88;78.58;23.22;18.04;0.66;60.54
2021-12-04;D.C;20.25;37.02;20.79;49.25;-0.54;-12.23
2021-12-14;C.A;22.3;29.16;28.53;64.54;-6.23;-35.38
2021-12-16;C.D;17.97;25.66;21.81;12.39;-3.84;13.27
2021-12-24;E.B;25.6;61.74;32.92;57.54;-7.32;4.2
2022-01-03;C.C;29.85;17.19;20.15;73.43;9.7;-56.24
2022-01-09;D.D;21.78;13.18;28.21;67.97;-6.43;-54.79
2022-01-09;B.E;28.16;60.63;25.32;28.57;2.84;32.06
2022-01-16;B.E;30.36;45.14;29.48;64.39;0.88;-19.25
2022-01-19;C.B;21.6;33.68;23.52;45.13;-1.92;-11.45
2022-02-16;B.E;19.23;9.81;28.31;74.24;-9.08;-64.43
2022-03-04;E.E;31.79;93.04;35.55;27.27;-3.76;65.77
2022-03-14;E.B;27.0;46.68;24.66;61.78;2.34;-15.1
2022-03-19;D.B;24.47;33.38;27.21;74.13;-2.74;-40.75
2022-04-11;B.E;14.42;29.54;21.39;53.43;-6.97;-23.89
2022-04-24;D.A;26.42;53.56;26.26;56.93;0.16;-3.37
2022-04-25;D.E;25.7;42.63;29.72;40.52;-4.02;2.11
2022-05-04;E.C;19.41;48.36;19.66;68.11;-0.25;-19.75
2022-05-08;D.E;20.12;82.15;29.15;50.38;-9.03;31.77
2022-06-10;D.E;21.65;46.99;19.45;53.27;2.2;-6.28
2022-06-10;D.A;24.14;45.88;24.25;35.57;-0.11;10.31
2022-06-27;C.A;25.21;44.82;14.77;72.03;10.44;-27.21
2022-07-06;B.E;11.44;79.62;27.04;21.88;-15.6;57.74
2022-08-11;B.E;17.63;62.27;24.3;5.09;-6.67;57.18
2022-08-15;C.A;25.87;67.03;32.24;70.74;-6.37;-3.71
2022-08-31;B.A;14.76;68.55;32.94;24.37;-18.18;44.18
2021-01-19;B.C;19.34;40.85;32.4;88.09;-13.06;-47.24
2021-02-01;A.C;15.89;54.38;12.93;11.71;2.96;42.67
2021-04-02;A.B;20.25;37.24;24.71;30.95;-4.46;6.29
2021-04-22;C.B;25.73;53.44;22.11;46.36;3.62;7.08
2021-06-01;C.C;23.62;48.16;18.73;7.41;4.89;40.75
2021-06-11;D.D;22.2;70.78;33.7;41.28;-11.5;29.5
2021-06-24;C.C;20.61;51.22;25.36;39.06;-4.75;12.16
2021-08-19;B.C;24.62;50.71;23.73;13.11;0.89;37.6
2021-09-25;B.A;24.17;62.92;20.73;48.27;3.44;14.65
2022-02-02;A.C;17.91;48.66;23.54;35.48;-5.63;13.18
2022-02-09;A.A;23.91;49.52;25.81;62.35;-1.9;-12.83
2022-03-08;A.D;33.21;40.64;25.24;25.47;7.97;15.17
2022-03-19;C.E;30.41;42.99;20.64;53.29;9.77;-10.3
2022-04-18;B.B;21.65;64.6;32.65;40.85;-11.0;23.75
2022-05-28;A.D;12.3;72.1;20.78;39.08;-8.48;33.02
2022-06-06;A.D;19.48;67.31;22.04;53.52;-2.56;13.79
2022-07-14;D.C;21.48;65.67;31.17;69.01;-9.69;-3.34
2022-08-05;A.D;28.15;64.38;22.2;79.08;5.95;-14.7
