day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-07;B.E;19.91;72.18;26.53;59.94;-6.62;12.24
2020-04-10;B.B;23.07;30.46;23.87;29.91;-0.8;0.55
2020-04-11;C.C;28.14;69.33;34.53;33.47;-6.39;35.86
2020-04-16;C.B;11.14;55.08;29.11;56.75;-17.97;-1.67
2020-04-27;B.B;29.1;73.43;24.32;50.1;4.78;23.33
2020-04-30;B.E;25.69;38.09;18.89;42.57;6.8;-4.48
2020-05-15;D.C;33.08;66.59;17.82;62.64;15.26;3.95
2020-05-20;E.B;22.85;57.96;22.22;46.34;0.63;11.62
2020-05-20;E.D;18.72;75.27;22.12;13.56;-3.4;61.71
2020-05-24;D.C;14.9;58.69;25.07;80.65;-10.17;-21.96
2020-05-30;B.C;27.82;56.11;23.53;85.43;4.29;-29.32
2020-05-31;E.A;30.44;65.56;18.41;67.73;12.03;-2.17
2020-06-05;B.C;31.64;67.92;20.69;58.18;10.95;9.74
2020-06-13;E.A;26.49;43.43;28.66;73.38;-2.17;-29.95
2020-06-21;C.A;18.76;60.65;27.98;29.27;-9.22;31.38
2020-07-31;E.B;20.21;57.23;26.81;42.44;-6.6;14.79
2020-08-02;B.C;32.44;73.39;11.26;20.31;21.18;53.08
2020-08-17;C.C;20.63;46.46;23.56;19.65;-2.93;26.81
2020-08-19;D.C;18.01;75.74;20.54;28.19;-2.53;47.55
2020-09-04;B.D;14.21;54.53;31.3;16.19;-17.09;38.34
2020-09-14;E.A;22.74;20.04;20.45;47.16;2.29;-27.12
2020-09-25;E.B;14.79;70.21;21.43;41.82;-6.64;28.39
2020-10-16;D.C;20.76;44.73;23.88;69.59;-3.12;-24.86
2020-10-19;A.B;28.83;41.63;23.97;36.04;4.86;5.59
2020-10-30;A.D;16.35;64.43;33.03;31.05;-16.68;33.38
2020-11-01;E.D;27.03;45.91;34.38;19.73;-7.35;26.18
2020-11-06;B.C;17.08;26.81;22.15;57.54;-5.07;-30.73
2020-11-07;A.E;30.46;45.17;15.9;39.9;14.56;5.27
2020-11-22;C.C;35.71;81.02;21.41;56.84;14.3;24.18
2021-01-08;D.A;21.44;37.37;31.91;50.84;-10.47;-13.47
2021-01-09;E.B;33.79;48.26;12.45;83.77;21.34;-35.51
2021-03-06;D.D;20.66;70.02;20.39;77.99;0.27;-7.97
2021-04-13;D.C;29.74;64.64;35.96;66.52;-6.22;-1.88
2021-05-08;D.E;21.12;25.86;24.3;32.94;-3.18;-7.08
2021-05-18;A.E;25.15;80.28;20.52;96.27;4.63;-15.99
2021-06-23;D.D;17.66;58.73;23.29;33.87;-5.63;24.86
2021-08-01;C.A;21.95;49.37;23.19;54.15;-1.24;-4.78
2021-08-04;E.A;26.91;50.16;26.1;58.29;0.81;-8.13
2021-08-06;E.A;21.95;77.93;25.44;46.67;-3.49;31.26
2021-08-09;E.D;34.91;44.97;19.73;56.18;15.18;-11.21
2021-08-10;E.C;23.22;57.27;17.36;56.6;5.86;0.67
2021-08-11;E.D;25.14;48.89;22.36;47.79;2.78;1.1
2021-08-14;D.D;18.22;45.62;27.35;64.06;-9.13;-18.44
2021-09-10;B.B;25.69;54.12;28.66;17.79;-2.97;36.33
2021-09-11;C.C;22.13;43.87;23.92;37.92;-1.79;5.95
2021-09-11;C.B;22.89;53.99;24.59;51.61;-1.7;2.38
