day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-08;B.E;12.99;8.72;19.28;42.63;-6.29;-33.91
2020-05-07;C.D;30.8;19.34;34.87;32.02;-4.07;-12.68
2020-05-12;C.B;22.14;99.46;14.32;42.13;7.82;57.33
2020-05-18;B.D;25.64;38.73;24.81;37.41;0.83;1.32
2020-05-29;E.D;35.13;58.38;36.25;64.83;-1.12;-6.45
2020-06-01;C.C;22.18;23.47;26.77;67.7;-4.59;-44.23
2020-06-06;B.A;17.66;41.15;16.9;98.91;0.76;-57.76
2020-08-21;E.B;14.48;31.22;34.24;6.86;-19.76;24.36
2020-09-11;A.B;35.6;0.32;21.08;80.02;14.52;-79.7
2020-10-15;D.B;31.15;64.45;17.0;56.26;14.15;8.19
2020-10-29;D.D;24.0;81.26;20.43;51.39;3.57;29.87
2020-10-29;E.D;16.65;27.47;10.51;47.1;6.14;-19.63
2020-11-02;C.A;27.76;17.49;22.36;82.99;5.4;-65.5
2020-11-09;C.B;12.74;46.58;21.94;61.4;-9.2;-14.82
2020-11-13;A.E;27.74;42.86;27.79;34.68;-0.05;8.18
2020-12-15;E.B;23.89;53.1;20.75;39.05;3.14;14.05
2021-02-05;D.B;20.67;45.87;23.54;70.03;-2.87;-24.16
2021-02-23;D.C;10.79;56.48;25.99;24.56;-15.2;31.92
2021-02-24;D.B;29.85;57.16;15.61;62.96;14.24;-5.8
2021-04-08;B.A;24.23;46.68;21.23;34.1;3.0;12.58
2021-04-08;D.D;10.99;75.32;13.66;89.25;-2.67;-13.93
2021-04-26;B.D;17.5;68.49;24.84;57.5;-7.34;10.99
2021-05-02;A.E;30.67;44.07;27.44;73.16;3.23;-29.09
2021-05-25;A.B;18.6;19.48;20.7;33.24;-2.1;-13.76
2021-07-12;A.D;18.35;81.4;29.14;74.65;-10.79;6.75
2021-07-23;C.E;19.52;58.52;20.58;46.63;-1.06;11.89
2021-07-26;D.A;34.0;31.18;23.96;83.11;10.04;-51.93
2021-07-30;A.C;21.93;28.23;26.13;48.06;-4.2;-19.83
2021-07-30;E.B;19.59;29.66;25.87;44.06;-6.28;-14.4
2021-08-01;E.B;27.97;56.0;23.63;51.62;4.34;4.38
2021-08-08;D.D;17.24;70.99;23.62;39.31;-6.38;31.68
2021-08-10;C.D;10.2;83.59;28.91;69.08;-18.71;14.51
2021-08-24;E.C;27.81;37.37;24.46;12.43;3.35;24.94
2021-08-29;E.E;20.03;52.05;32.99;76.89;-12.96;-24.84
2021-09-19;E.D;32.66;70.99;33.08;46.18;-0.42;24.81
2021-10-24;C.E;22.97;99.58;23.35;35.49;-0.38;64.09
2021-10-30;C.A;27.06;38.21;27.39;49.7;-0.33;-11.49
2021-11-12;C.D;22.55;68.62;26.8;75.62;-4.25;-7.0
2021-11-20;E.C;24.99;53.14;21.85;60.57;3.14;-7.43
2021-11-25;D.B;26.99;46.65;23.17;66.88;3.82;-20.23
2021-11-27;C.A;27.24;7.65;30.01;74.04;-2.77;-66.39
2021-12-09;C.C;22.41;56.08;17.73;57.31;4.68;-1.23
2021-12-18;D.C;22.98;72.91;33.95;56.09;-10.97;16.82
2021-12-29;E.B;28.17;45.26;25.07;44.82;3.1;0.44
2022-01-01;D.A;23.14;81.36;16.87;49.85;6.27;31.51
2022-01-12;B.B;22.23;47.08;31.06;54.09;-8.83;-7.01
2022-01-25;B.A;27.12;49.0;25.65;71.67;1.47;-22.67
2022-01-26;B.C;23.92;66.15;36.98;54.68;-13.06;11.47
2022-02-01;E.E;27.76;32.73;29.6;55.23;-1.84;-22.5
2022-02-11;E.E;23.31;53.95;23.3;23.22;0.01;30.73
2022-02-17;A.A;18.51;98.2;36.53;64.67;-18.02;33.53
2022-02-19;E.D;21.58;61.36;25.09;12.39;-3.51;48.97
2022-02-22;B.C;20.09;42.74;30.93;59.15;-10.84;-16.41
2022-03-11;D.E;20.76;67.64;21.38;44.02;-0.62;23.62
2022-04-26;C.B;19.21;63.19;13.53;49.68;5.68;13.51
2022-05-01;B.A;24.85;4.73;24.51;40.54;0.34;-35.81
2022-05-24;D.E;17.58;84.59;27.98;22.55;-10.4;62.04
2022-05-25;B.C;23.38;56.17;28.72;34.14;-5.34;22.03
2022-05-29;E.D;19.3;32.74;11.7;77.65;7.6;-44.91
2022-06-28;B.A;15.01;70.16;23.94;35.11;-8.93;35.05
2022-07-03;D.C;25.94;24.74;25.5;33.37;0.44;-8.63
2022-07-14;E.C;25.67;59.6;27.09;49.39;-1.42;10.21
2022-08-07;B.A;24.84;41.61;19.16;35.55;5.68;6.06
2022-08-14;A.D;21.69;36.05;30.47;55.02;-8.78;-18.97
2022-08-16;E.C;33.62;78.8;17.47;19.49;16.15;59.31
2020-09-28;D.A;24.36;62.82;18.82;53.7;5.54;9.12
2020-10-28;A.D;23.51;50.62;23.49;55.51;0.02;-4.89
2020-11-15;A.D;22.6;73.44;31.19;14.52;-8.59;58.92
2020-11-22;A.E;31.33;15.08;18.95;76.21;12.38;-61.13
2021-01-22;B.C;24.88;32.86;21.13;46.96;3.75;-14.1
2021-02-10;B.B;27.23;26.15;35.14;36.32;-7.91;-10.17
2021-02-16;A.E;15.16;30.9;22.73;48.53;-7.57;-17.63
2021-03-22;C.E;25.1;46.88;22.19;45.66;2.91;1.22
2021-03-28;D.E;23.05;45.06;25.46;39.91;-2.41;5.15
2021-04-03;B.B;26.37;18.37;13.22;86.86;13.15;-68.49
2021-06-01;B.B;26.03;36.09;34.25;35.44;-8.22;0.65
2021-06-05;B.D;13.8;31.19;29.15;51.75;-15.35;-20.56
2021-10-21;A.B;27.62;17.19;21.73;95.83;5.89;-78.64
2022-01-06;C.A;19.94;50.23;21.74;28.12;-1.8;22.11
2022-02-27;B.B;23.49;22.28;24.19;38.15;-0.7;-15.87
2022-03-25;C.B;24.97;43.84;15.87;58.7;9.1;-14.86
2022-04-02;A.E;35.07;83.6;23.75;37.15;11.32;46.45
2022-06-03;A.A;13.83;3.33;16.65;62.44;-2.82;-59.11
2022-06-09;B.B;34.87;69.74;20.9;27.95;13.97;41.79
2022-07-27;A.B;29.77;50.44;29.84;67.06;-0.07;-16.62
2022-07-29;B.B;15.11;33.31;26.53;51.79;-11.42;-18.48
