day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-12;A.E;28.52;28.55;25.36;35.75;3.16;-7.2
2020-04-16;E.A;30.71;31.33;21.48;57.89;9.23;-26.56
2020-04-24;B.E;26.87;38.77;25.83;25.09;1.04;13.68
2020-05-20;B.C;22.51;61.64;15.76;84.16;6.75;-22.52
2020-06-12;E.E;27.64;49.94;21.64;86.38;6.0;-36.44
2020-06-20;D.A;24.17;54.94;22.59;24.04;1.58;30.9
2020-07-21;C.A;32.37;56.15;28.44;87.02;3.93;-30.87
2020-07-26;C.E;22.53;53.05;30.41;32.98;-7.88;20.07
2020-07-29;B.C;22.91;44.22;19.13;86.85;3.78;-42.63
2020-08-02;A.C;31.53;26.42;22.01;43.25;9.52;-16.83
2020-09-10;D.A;21.14;26.76;24.83;35.44;-3.69;-8.68
2020-09-17;E.C;20.66;85.82;34.01;96.49;-13.35;-10.67
2020-09-24;D.E;35.45;86.37;17.41;67.18;18.04;19.19
2020-09-30;E.A;19.48;41.79;22.89;45.82;-3.41;-4.03
2020-11-16;B.A;28.41;46.35;17.2;48.99;11.21;-2.64
2020-11-20;E.A;22.17;60.15;17.5;54.11;4.67;6.04
2020-11-20;B.E;16.76;63.15;22.87;46.06;-6.11;17.09
2020-12-15;B.E;25.9;37.08;21.81;56.04;4.09;-18.96
2021-01-10;B.A;26.89;46.09;33.22;50.45;-6.33;-4.36
2021-02-22;E.E;29.68;77.58;20.57;52.21;9.11;25.37
2021-02-23;B.A;24.26;51.31;24.85;38.22;-0.59;13.09
2021-03-13;B.D;33.38;57.7;16.8;17.22;16.58;40.48
2021-04-07;E.C;24.42;49.19;13.02;28.35;11.4;20.84
2021-04-11;E.B;29.69;52.63;28.4;55.89;1.29;-3.26
2021-04-12;E.E;20.88;26.15;31.9;49.97;-11.02;-23.82
2021-04-19;A.A;15.29;64.8;19.28;43.68;-3.99;21.12
2021-04-20;E.B;12.0;60.45;19.88;38.04;-7.88;22.41
2021-04-23;D.A;30.65;72.59;33.58;52.21;-2.93;20.38
2021-06-08;E.B;25.89;57.55;35.61;89.65;-9.72;-32.1
2021-06-17;B.E;26.6;53.51;14.74;54.58;11.86;-1.07
2021-07-20;A.C;29.07;24.94;16.87;68.79;12.2;-43.85
2021-08-07;A.C;23.09;13.58;14.57;50.23;8.52;-36.65
2021-08-19;D.B;26.36;46.83;33.26;90.39;-6.9;-43.56
2021-10-08;E.E;16.45;10.05;16.04;73.61;0.41;-63.56
2021-10-18;B.E;19.14;45.54;36.11;59.22;-16.97;-13.68
2021-10-24;D.A;10.95;19.17;13.16;72.68;-2.21;-53.51
2021-11-14;E.B;23.02;69.18;16.34;42.7;6.68;26.48
2021-12-04;E.A;18.83;43.08;27.16;61.45;-8.33;-18.37
2021-12-18;B.D;30.52;61.42;27.02;82.06;3.5;-20.64
2022-01-02;D.D;24.92;63.09;15.84;44.18;9.08;18.91
2022-01-07;E.E;28.24;84.12;18.55;6.19;9.69;77.93
2022-02-05;D.A;28.82;37.14;23.93;55.59;4.89;-18.45
2022-03-30;B.A;23.89;58.19;26.08;23.25;-2.19;34.94
2022-04-12;C.D;25.22;52.38;36.48;27.03;-11.26;25.35
2022-05-11;C.A;33.29;27.53;28.08;62.78;5.21;-35.25
2022-06-05;D.A;24.3;42.3;22.56;56.88;1.74;-14.58
2022-06-08;E.B;28.5;93.95;24.71;62.66;3.79;31.29
2022-06-17;A.B;25.11;37.58;26.03;51.43;-0.92;-13.85
2022-06-29;E.C;22.9;61.04;14.23;54.43;8.67;6.61
2022-07-15;B.B;23.64;83.93;12.41;79.0;11.23;4.93
2022-07-24;D.C;23.51;55.95;18.36;55.88;5.15;0.07
2022-08-06;B.D;26.27;52.64;20.19;45.07;6.08;7.57
2022-08-18;E.D;21.23;44.7;33.5;61.43;-12.27;-16.73
2022-08-25;B.C;23.76;62.24;26.98;73.62;-3.22;-11.38
2022-08-28;B.B;33.17;60.81;21.37;64.53;11.8;-3.72
2020-06-15;C.C;29.31;60.94;22.55;52.38;6.76;8.56
2020-09-01;B.C;24.47;13.81;12.7;85.12;11.77;-71.31
2020-09-21;B.B;17.59;43.63;20.79;60.41;-3.2;-16.78
2020-11-29;A.C;20.39;94.21;10.48;51.02;9.91;43.19
2020-12-09;A.A;21.13;68.47;19.3;62.73;1.83;5.74
2021-03-18;D.E;25.31;65.72;32.27;26.41;-6.96;39.31
2021-03-19;C.A;29.81;79.56;20.82;52.94;8.99;26.62
2021-03-19;B.B;17.16;85.92;21.47;49.6;-4.31;36.32
2021-03-24;B.C;23.41;51.4;31.26;41.42;-7.85;9.98
2021-04-06;C.A;23.62;0.92;18.28;76.8;5.34;-75.88
2021-04-08;C.B;19.39;50.86;37.09;29.06;-17.7;21.8
2021-04-12;A.B;16.31;17.29;26.32;42.55;-10.01;-25.26
2021-04-14;A.C;26.96;39.28;27.94;61.62;-0.98;-22.34
2021-05-29;B.A;18.84;54.54;10.48;74.58;8.36;-20.04
2021-06-05;A.C;28.84;77.2;25.13;9.62;3.71;67.58
