day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-12;E.E;22.4;22.01;18.04;61.92;4.36;-39.91
2020-04-27;A.A;18.92;56.15;23.55;4.18;-4.63;51.97
2020-06-07;B.D;15.42;60.62;23.55;15.04;-8.13;45.58
2020-06-11;A.A;27.14;40.38;21.64;57.07;5.5;-16.69
2020-06-14;B.D;23.54;35.75;26.04;79.76;-2.5;-44.01
2020-06-16;E.C;27.78;87.28;20.59;77.93;7.19;9.35
2020-06-19;E.A;12.01;88.86;20.39;90.33;-8.38;-1.47
2020-07-04;C.E;26.39;45.01;21.43;88.1;4.96;-43.09
2020-07-21;E.D;13.37;28.59;20.42;32.22;-7.05;-3.63
2020-08-02;D.A;31.85;71.73;25.03;31.88;6.82;39.85
2020-08-06;D.C;22.61;30.2;25.46;59.94;-2.85;-29.74
2020-08-22;C.A;20.52;66.74;22.44;29.16;-1.92;37.58
2020-09-13;D.B;25.94;70.21;19.25;57.82;6.69;12.39
2020-09-30;C.D;26.39;52.62;33.74;0.55;-7.35;52.07
2020-10-04;C.C;20.6;59.59;24.02;25.97;-3.42;33.62
2020-10-22;E.A;11.09;14.71;14.92;73.8;-3.83;-59.09
2020-10-30;C.D;24.2;44.71;29.55;76.82;-5.35;-32.11
2020-11-06;B.D;22.63;48.59;28.51;25.89;-5.88;22.7
2020-11-13;C.D;22.35;46.66;25.9;64.12;-3.55;-17.46
2020-11-13;B.E;24.4;75.39;22.9;33.02;1.5;42.37
2020-11-27;C.B;19.19;61.86;25.59;68.96;-6.4;-7.1
2020-12-03;E.B;24.88;45.54;23.02;87.6;1.86;-42.06
2020-12-19;C.B;23.49;33.3;27.95;64.82;-4.46;-31.52
2021-01-07;E.D;23.86;46.78;24.8;25.75;-0.94;21.03
2021-01-16;C.B;26.53;62.14;27.77;46.29;-1.24;15.85
2021-04-01;E.E;32.22;58.97;23.42;43.48;8.8;15.49
2021-04-05;B.D;15.89;34.61;35.14;9.49;-19.25;25.12
2021-04-17;E.D;28.22;28.32;12.01;85.24;16.21;-56.92
2021-04-21;B.B;13.03;76.99;18.42;74.9;-5.39;2.09
2021-04-26;E.B;23.09;40.64;34.44;47.04;-11.35;-6.4
2021-05-14;E.D;14.38;95.62;24.37;51.15;-9.99;44.47
2021-05-28;C.C;26.29;63.08;10.79;8.33;15.5;54.75
2021-05-28;D.A;23.66;53.06;23.25;55.15;0.41;-2.09
2021-06-03;A.E;26.0;14.01;17.89;75.2;8.11;-61.19
2021-06-22;E.A;12.12;51.75;30.0;69.04;-17.88;-17.29
2021-06-28;D.C;28.77;56.4;26.14;52.17;2.63;4.23
2021-08-05;C.A;32.62;40.79;20.18;67.08;12.44;-26.29
2021-08-07;C.B;23.96;50.71;23.71;17.36;0.25;33.35
2021-08-13;C.D;24.66;63.22;15.08;39.67;9.58;23.55
2021-08-17;E.E;27.57;47.85;33.29;50.66;-5.72;-2.81
2021-09-27;A.A;17.25;35.52;29.51;42.99;-12.26;-7.47
2021-10-07;B.E;29.11;33.63;20.63;50.85;8.48;-17.22
2021-10-08;A.A;25.89;42.83;34.49;54.33;-8.6;-11.5
2021-10-29;D.C;22.38;63.18;20.28;22.01;2.1;41.17
2021-11-07;A.B;13.75;45.76;23.98;50.88;-10.23;-5.12
2021-11-19;D.B;28.04;25.97;14.64;81.62;13.4;-55.65
2021-12-15;D.A;32.98;62.41;20.4;86.14;12.58;-23.73
2021-12-25;B.D;20.35;53.56;26.57;63.95;-6.22;-10.39
