day;fullBuildingLocation;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-03;B.E;17.6;46.36;22.56;57.52;-4.96;-11.16
2020-04-04;D.C;27.31;38.18;26.35;43.4;0.96;-5.22
2020-04-04;C.C;20.6;41.46;25.17;48.22;-4.57;-6.76
2020-04-25;C.E;14.05;90.8;27.35;34.82;-13.3;55.98
2020-05-14;A.B;22.26;30.99;25.96;72.95;-3.7;-41.96
2020-05-15;C.E;31.19;56.36;34.93;44.7;-3.74;11.66
2020-05-29;B.A;30.19;59.08;21.99;50.41;8.2;8.67
2020-06-05;D.C;22.63;57.63;30.97;55.97;-8.34;1.66
2020-06-17;C.E;24.16;23.15;22.13;67.02;2.03;-43.87
2020-07-11;A.C;34.12;56.03;24.89;59.69;9.23;-3.66
2020-07-13;C.E;29.31;51.72;23.75;36.01;5.56;15.71
2020-07-21;D.D;17.6;61.94;25.69;39.39;-8.09;22.55
2020-07-23;D.C;24.57;66.62;19.94;57.88;4.63;8.74
2020-07-30;D.D;27.0;58.38;25.47;39.91;1.53;18.47
2020-08-21;D.D;22.52;46.63;26.99;30.49;-4.47;16.14
2020-09-04;D.D;32.16;62.14;19.75;76.68;12.41;-14.54
2020-09-28;C.C;24.4;56.28;14.51;40.49;9.89;15.79
2020-10-02;D.A;26.77;64.41;19.78;41.78;6.99;22.63
2020-10-07;E.B;24.63;29.7;25.05;46.73;-0.42;-17.03
2020-10-12;A.E;36.71;28.12;22.66;36.68;14.05;-8.56
2020-10-15;C.A;23.22;61.89;20.14;34.9;3.08;26.99
2021-02-24;D.E;29.22;62.35;11.43;21.76;17.79;40.59
2021-03-11;D.B;34.75;23.87;21.27;63.89;13.48;-40.02
2021-03-17;C.E;33.12;84.71;24.52;52.25;8.6;32.46
2021-03-18;E.D;31.77;73.27;35.52;9.29;-3.75;63.98
2021-03-30;E.A;16.82;61.43;23.98;68.03;-7.16;-6.6
2021-04-07;A.B;14.08;54.49;35.76;95.99;-21.68;-41.5
2021-05-04;B.D;23.4;16.89;20.74;31.41;2.66;-14.52
2021-05-05;E.B;10.65;88.15;21.61;46.23;-10.96;41.92
2021-05-25;A.E;25.79;57.85;26.87;12.03;-1.08;45.82
2021-06-19;A.A;25.44;49.23;24.69;26.95;0.75;22.28
2021-06-28;A.D;21.16;37.16;26.23;51.17;-5.07;-14.01
2021-07-13;A.A;21.51;45.6;34.99;50.97;-13.48;-5.37
2021-07-15;C.D;22.8;34.31;25.51;26.0;-2.71;8.31
2021-07-23;B.D;28.82;69.37;31.9;34.46;-3.08;34.91
2021-08-12;B.D;29.01;38.45;26.07;30.19;2.94;8.26
2021-08-13;A.A;28.8;53.87;20.01;43.5;8.79;10.37
2021-08-20;E.C;34.16;61.2;22.56;83.11;11.6;-21.91
2021-08-20;D.E;10.22;99.41;24.91;54.33;-14.69;45.08
2021-08-28;D.B;22.88;62.35;27.76;41.77;-4.88;20.58
2021-08-30;B.D;30.79;36.15;16.56;22.59;14.23;13.56
2021-09-03;C.D;27.32;44.1;28.43;42.0;-1.11;2.1
2021-09-11;E.B;24.98;55.29;17.71;66.19;7.27;-10.9
2021-11-24;B.A;23.32;43.93;16.47;65.52;6.85;-21.59
2021-11-30;D.D;22.98;80.82;25.86;70.58;-2.88;10.24
2021-12-20;D.E;26.61;53.86;18.77;78.76;7.84;-24.9
2021-12-22;B.E;24.37;73.27;16.56;63.27;7.81;10.0
2021-12-25;A.C;22.95;41.64;29.52;42.92;-6.57;-1.28
2022-02-07;E.D;20.22;50.7;20.37;55.46;-0.15;-4.76
2022-03-03;E.B;15.79;56.3;30.11;29.03;-14.32;27.27
2022-03-18;A.C;21.22;49.15;24.61;6.65;-3.39;42.5
2022-03-29;E.C;13.88;24.28;22.05;13.47;-8.17;10.81
2022-05-18;E.E;32.13;9.22;18.05;15.02;14.08;-5.8
2022-05-26;E.D;15.37;84.27;18.51;59.78;-3.14;24.49
2022-05-29;C.C;19.02;50.17;36.7;71.98;-17.68;-21.81
2022-06-03;C.D;27.17;61.05;35.12;51.93;-7.95;9.12
2022-06-05;E.E;32.16;55.41;24.43;23.02;7.73;32.39
2022-06-21;E.E;26.77;63.89;36.06;16.25;-9.29;47.64
2022-06-29;A.A;34.22;31.57;24.17;56.44;10.05;-24.87
2022-08-05;C.E;24.59;65.87;21.36;27.6;3.23;38.27
2022-08-09;E.C;19.97;56.8;18.14;53.63;1.83;3.17
2022-08-26;B.A;25.04;18.39;26.69;90.25;-1.65;-71.86
2020-06-21;B.A;20.98;14.2;23.04;36.12;-2.06;-21.92
2020-08-17;A.B;26.6;47.33;30.44;89.39;-3.84;-42.06
2020-09-18;D.A;19.38;41.37;23.96;99.73;-4.58;-58.36
2020-12-19;A.E;12.62;16.8;31.46;49.37;-18.84;-32.57
2021-01-20;B.B;27.26;43.76;20.49;25.29;6.77;18.47
2021-01-22;B.D;24.46;63.58;29.58;78.4;-5.12;-14.82
2021-02-14;B.C;19.06;52.02;30.9;57.16;-11.84;-5.14
2021-04-07;D.D;19.15;71.46;27.57;67.27;-8.42;4.19
2021-04-24;C.C;13.13;59.31;18.87;61.72;-5.74;-2.41
2021-05-20;A.E;28.25;45.0;21.81;56.59;6.44;-11.59
2021-07-17;A.C;14.85;29.6;26.26;27.7;-11.41;1.9
2021-08-10;A.E;25.9;54.03;18.39;50.97;7.51;3.06
2021-09-05;A.B;27.17;13.19;37.02;20.43;-9.85;-7.24
2021-09-16;B.A;36.23;43.23;20.3;39.66;15.93;3.57
2021-09-17;A.A;22.48;31.9;28.31;15.25;-5.83;16.65
2021-10-08;C.D;11.61;70.41;22.98;67.72;-11.37;2.69
2021-10-25;D.A;22.01;57.47;22.72;35.79;-0.71;21.68
2021-11-11;B.A;16.58;16.31;15.39;59.98;1.19;-43.67
2021-12-21;D.C;29.45;71.48;20.75;59.4;8.7;12.08
2022-03-11;C.E;33.38;32.78;21.02;96.92;12.36;-64.14
2022-05-28;A.A;14.01;51.16;27.19;40.8;-13.18;10.36
2022-06-09;A.D;33.43;1.74;36.15;50.95;-2.72;-49.21
2022-06-23;A.B;28.83;33.11;22.9;69.8;5.93;-36.69
2022-06-28;D.A;21.32;19.92;14.57;55.8;6.75;-35.88
