day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-05;E;23.07;57.78;25.48;42.64;-2.41;15.14
2020-05-10;B;26.49;55.99;17.78;41.01;8.71;14.98
2020-05-27;E;22.48;52.36;24.81;47.81;-2.33;4.55
2020-07-22;A;22.09;44.45;26.24;56.7;-4.15;-12.25
2020-08-09;C;22.69;33.91;24.57;69.38;-1.88;-35.47
2020-09-28;A;22.73;34.08;25.11;56.97;-2.38;-22.89
2020-10-11;C;24.93;37.24;23.1;53.87;1.83;-16.63
2020-11-24;C;21.12;48.27;22.26;49.15;-1.14;-0.88
2020-12-24;C;23.21;36.27;19.24;55.96;3.97;-19.69
2021-01-29;A;24.32;58.42;28.52;56.89;-4.2;1.53
2021-02-08;B;19.67;53.82;23.32;56.36;-3.65;-2.54
2021-04-16;C;21.22;60.15;22.02;57.31;-0.8;2.84
2021-05-04;E;25.6;44.04;23.45;42.98;2.15;1.06
2021-05-10;E;25.69;44.9;24.13;56.17;1.56;-11.27
2021-06-29;B;19.88;48.4;24.83;52.26;-4.95;-3.86
2021-07-10;E;19.75;53.79;23.15;58.54;-3.4;-4.75
2021-07-28;A;23.6;63.38;22.2;53.99;1.4;9.39
2021-08-23;B;25.43;53.08;21.43;55.73;4.0;-2.65
2021-09-11;D;25.66;47.93;25.32;47.21;0.34;0.72
2021-10-13;D;23.77;52.21;26.66;45.24;-2.89;6.97
2021-11-05;C;22.51;54.8;24.62;48.03;-2.11;6.77
2021-12-18;B;24.85;52.8;24.49;51.92;0.36;0.88
2022-04-05;E;19.41;53.42;21.45;52.8;-2.04;0.62
2022-04-23;A;21.32;59.95;23.41;42.63;-2.09;17.32
2022-05-02;A;27.26;38.22;19.54;52.27;7.72;-14.05
2022-06-24;D;23.35;33.54;22.16;46.73;1.19;-13.19
2022-07-09;E;25.63;47.3;22.83;50.3;2.8;-3.0
2022-08-14;C;25.18;46.3;24.47;52.67;0.71;-6.37
