day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-24;D;16.73;58.33;28.68;69.2;-11.95;-10.87
2020-06-24;D;30.6;48.17;23.16;49.43;7.44;-1.26
2020-07-08;B;26.86;56.12;21.82;49.72;5.04;6.4
2020-09-02;B;22.51;37.12;24.5;45.38;-1.99;-8.26
2020-11-17;A;16.37;44.31;21.86;63.91;-5.49;-19.6
2021-02-08;A;21.51;47.06;27.71;55.44;-6.2;-8.38
2021-03-30;B;25.8;45.77;26.33;48.43;-0.53;-2.66
2021-04-15;C;26.23;42.19;21.48;42.6;4.75;-0.41
2021-06-30;B;22.36;63.36;27.02;52.39;-4.66;10.97
2021-08-11;B;25.46;52.31;23.54;54.94;1.92;-2.63
2021-08-13;A;22.93;50.43;27.32;55.01;-4.39;-4.58
2021-09-23;B;23.38;51.47;23.87;51.41;-0.49;0.06
2021-10-05;B;26.53;56.08;20.45;48.28;6.08;7.8
2021-10-13;C;21.98;49.28;20.92;48.41;1.06;0.87
2021-11-19;E;20.5;61.14;27.81;47.55;-7.31;13.59
2021-11-22;A;21.26;65.87;25.09;65.85;-3.83;0.02
2021-12-04;E;20.81;54.52;26.57;60.17;-5.76;-5.65
2021-12-07;B;25.09;50.88;24.35;60.74;0.74;-9.86
2021-12-22;D;20.57;54.32;23.15;50.06;-2.58;4.26
2021-12-29;B;24.75;26.19;21.33;48.34;3.42;-22.15
2022-01-05;E;27.92;51.26;19.54;41.31;8.38;9.95
2022-02-03;E;21.62;32.99;23.1;50.32;-1.48;-17.33
2022-03-21;C;26.96;63.17;23.86;43.22;3.1;19.95
2022-03-29;D;25.44;41.46;24.62;55.61;0.82;-14.15
2022-06-17;C;22.07;52.66;25.72;56.52;-3.65;-3.86
