day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-19;C;26.96;70.65;25.28;43.14;1.68;27.51
2020-06-22;E;22.6;50.61;21.72;44.98;0.88;5.63
2020-09-13;B;23.89;33.61;21.56;51.68;2.33;-18.07
2020-09-21;B;24.77;58.91;20.62;53.59;4.15;5.32
2020-12-11;B;24.32;46.36;26.85;48.12;-2.53;-1.76
2020-12-25;C;23.74;31.0;25.67;49.41;-1.93;-18.41
2021-03-01;A;19.53;47.61;23.43;32.0;-3.9;15.61
2021-05-21;B;24.51;57.29;24.95;45.97;-0.44;11.32
2021-10-17;B;29.34;48.88;25.42;58.69;3.92;-9.81
2021-11-28;D;23.14;40.53;22.35;56.7;0.79;-16.17
2021-12-24;E;22.96;59.9;25.93;54.18;-2.97;5.72
2022-03-11;A;21.42;59.6;27.5;67.17;-6.08;-7.57
2022-03-21;D;27.62;57.11;29.93;59.45;-2.31;-2.34
2022-04-13;D;22.78;54.0;21.91;46.08;0.87;7.92
2022-04-15;D;24.52;50.54;24.05;48.47;0.47;2.07
2022-06-03;B;22.71;46.61;22.33;51.18;0.38;-4.57
2022-06-21;E;26.09;55.23;21.34;42.63;4.75;12.6
