day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-05;D;24.8;41.44;22.42;52.71;2.38;-11.27
2020-07-10;E;23.41;58.13;26.18;65.32;-2.77;-7.19
2020-07-25;B;26.55;51.66;22.05;56.02;4.5;-4.36
2020-08-17;E;29.49;52.08;27.96;76.91;1.53;-24.83
2020-09-26;E;23.92;43.5;19.84;46.4;4.08;-2.9
2020-12-19;D;20.43;41.23;21.87;43.46;-1.44;-2.23
2021-02-13;B;20.93;65.43;22.91;52.91;-1.98;12.52
2021-05-03;E;24.47;47.87;30.05;45.48;-5.58;2.39
2021-05-15;B;26.35;52.03;25.82;35.57;0.53;16.46
2021-06-14;C;24.72;50.27;25.52;62.79;-0.8;-12.52
2021-06-15;A;28.15;49.42;26.95;54.63;1.2;-5.21
2021-08-11;A;24.82;48.79;24.03;52.93;0.79;-4.14
2021-09-05;B;24.39;44.79;21.06;38.25;3.33;6.54
2021-10-07;D;26.21;62.74;24.83;42.36;1.38;20.38
2021-11-27;A;23.1;45.26;18.86;44.7;4.24;0.56
2022-07-30;D;25.73;48.7;24.53;33.31;1.2;15.39
