day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-26;A;21.96;66.0;25.4;61.61;-3.44;4.39
2020-09-20;A;26.22;55.86;19.49;62.6;6.73;-6.74
2020-10-11;E;21.12;54.66;23.39;37.17;-2.27;17.49
2020-10-17;C;25.37;55.13;23.19;49.9;2.18;5.23
2020-10-19;B;23.39;68.22;27.14;36.68;-3.75;31.54
2020-11-12;C;17.93;46.65;22.93;50.27;-5.0;-3.62
2020-11-17;B;25.76;43.84;27.96;63.03;-2.2;-19.19
2020-12-26;A;25.1;53.71;21.97;30.43;3.13;23.28
2021-01-12;E;24.19;23.66;25.75;51.61;-1.56;-27.95
2021-04-01;A;26.82;58.88;18.99;50.25;7.83;8.63
2021-04-17;A;25.83;45.67;22.88;53.55;2.95;-7.88
2021-04-24;D;26.52;48.48;23.56;47.04;2.96;1.44
2021-06-08;D;24.85;43.16;24.7;65.33;0.15;-22.17
2021-06-13;C;22.78;37.16;23.32;59.91;-0.54;-22.75
2021-06-14;A;24.34;44.79;24.62;47.82;-0.28;-3.03
2021-09-12;A;25.69;53.1;24.99;47.07;0.7;6.03
2021-10-18;A;25.85;49.4;22.09;54.76;3.76;-5.36
2021-11-06;C;20.7;49.08;23.99;36.24;-3.29;12.84
2021-11-26;D;23.3;45.38;30.69;13.49;-7.39;31.89
2021-12-15;E;18.11;65.08;25.92;59.92;-7.81;5.16
2022-03-08;B;22.69;67.29;21.78;50.03;0.91;17.26
2022-04-01;B;20.89;69.72;24.74;47.59;-3.85;22.13
2022-05-02;D;23.33;47.53;25.3;48.2;-1.97;-0.67
2022-05-25;D;27.54;62.33;28.28;45.22;-0.74;17.11
2022-07-19;D;25.65;51.88;20.02;41.14;5.63;10.74
2022-08-14;D;32.17;50.74;20.18;51.59;11.99;-0.85
