day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-01;B;20.37;32.89;23.38;48.65;-3.01;-15.76
2020-05-09;C;21.7;50.31;27.02;48.76;-5.32;1.55
2020-05-09;D;24.75;60.97;23.14;51.84;1.61;9.13
2020-05-15;A;23.96;54.59;23.48;47.17;0.48;7.42
2020-06-07;B;21.47;57.7;21.29;47.83;0.18;9.87
2020-06-19;E;23.48;66.86;23.0;59.17;0.48;7.69
2020-06-27;B;24.58;33.68;24.91;50.25;-0.33;-16.57
2020-07-31;B;19.1;45.95;22.98;53.14;-3.88;-7.19
2021-08-29;A;28.08;50.69;24.2;48.09;3.88;2.6
2021-11-20;E;27.81;62.65;22.43;47.8;5.38;14.85
2021-12-17;B;21.01;46.09;17.24;52.16;3.77;-6.07
2021-12-30;D;25.22;45.84;22.53;50.05;2.69;-4.21
2022-01-02;B;24.97;57.73;23.69;56.74;1.28;0.99
2022-01-18;E;24.74;59.72;21.13;49.9;3.61;9.82
2022-02-09;D;21.77;44.6;27.19;52.12;-5.42;-7.52
2022-02-19;B;28.3;53.17;26.68;41.42;1.62;11.75
2022-02-25;D;22.81;44.84;24.86;41.01;-2.05;3.83
2022-04-03;D;26.44;47.79;20.44;48.58;6.0;-0.79
2022-04-26;E;23.83;58.98;22.24;60.43;1.59;-1.45
2022-05-14;C;23.45;59.38;25.6;43.57;-2.15;15.81
2022-06-07;B;25.76;57.01;19.71;31.63;6.05;25.38
2022-07-14;C;25.86;33.96;21.48;61.27;4.38;-27.31
2022-08-20;E;23.14;47.08;23.8;46.29;-0.66;0.79
