day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-07-01;B;20.32;41.13;23.36;61.84;-3.04;-20.71
2020-09-20;E;25.37;48.85;21.19;46.06;4.18;2.79
2020-09-25;E;27.73;66.78;21.74;39.52;5.99;27.26
2020-11-14;C;21.1;81.39;25.44;55.23;-4.34;26.16
2020-12-07;C;24.4;34.0;23.69;44.79;0.71;-10.79
2020-12-15;E;22.01;53.81;19.51;52.66;2.5;1.15
2021-01-14;A;21.9;54.55;24.36;49.0;-2.46;5.55
2021-01-15;B;25.58;37.2;20.39;52.24;5.19;-15.04
2021-01-31;D;23.06;59.62;23.18;43.65;-0.12;15.97
2021-02-26;D;29.99;35.06;22.28;46.53;7.71;-11.47
2021-06-16;E;30.21;48.28;23.77;47.58;6.44;0.7
2021-06-20;C;29.48;63.72;21.63;49.07;7.85;14.65
2021-08-06;A;22.56;37.99;21.64;45.08;0.92;-7.09
2021-08-30;A;25.11;45.51;23.63;53.09;1.48;-7.58
2021-10-25;B;23.39;66.48;22.97;51.7;0.42;14.78
2022-01-08;D;24.24;60.85;18.48;39.66;5.76;21.19
2022-01-27;E;26.57;47.4;29.28;66.78;-2.71;-19.38
2022-02-12;D;24.0;51.29;24.15;53.16;-0.15;-1.87
2022-02-20;A;19.84;49.76;21.36;51.64;-1.52;-1.88
2022-03-03;D;21.12;47.02;22.95;49.91;-1.83;-2.89
2022-03-08;A;25.52;41.77;22.57;38.49;2.95;3.28
2022-03-12;C;23.24;35.32;20.91;46.92;2.33;-11.6
2022-04-24;D;26.67;47.83;24.25;59.54;2.42;-11.71
2022-05-25;A;24.38;68.18;23.35;51.76;1.03;16.42
2022-06-26;C;22.61;36.97;23.6;42.4;-0.99;-5.43
2022-06-27;D;22.5;59.92;27.17;40.23;-4.67;19.69
2022-07-12;A;26.05;63.47;27.08;38.49;-1.03;24.98
2022-08-27;C;23.89;49.43;28.77;47.47;-4.88;1.96
