day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-09;E;22.74;42.7;23.71;45.68;-0.97;-2.98
2020-06-11;A;20.78;57.55;23.51;53.65;-2.73;3.9
2020-06-17;D;23.52;59.95;21.73;27.69;1.79;32.26
2020-10-07;E;23.37;46.1;26.71;42.67;-3.34;3.43
2020-10-27;B;25.04;50.94;26.82;52.02;-1.78;-1.08
2020-11-02;C;23.77;41.68;22.58;52.64;1.19;-10.96
2020-11-15;A;18.01;58.44;24.33;50.94;-6.32;7.5
2020-12-08;E;23.59;46.4;23.75;51.08;-0.16;-4.68
2020-12-26;E;22.8;45.09;26.54;50.21;-3.74;-5.12
2021-02-04;A;23.33;48.1;18.95;43.58;4.38;4.52
2021-02-14;A;24.23;45.42;27.28;67.21;-3.05;-21.79
2021-03-24;A;26.24;48.85;22.14;35.28;4.1;13.57
2021-04-02;D;22.09;53.09;22.3;53.37;-0.21;-0.28
2021-05-20;A;26.5;49.12;24.9;43.35;1.6;5.77
2021-08-21;D;25.92;48.15;24.83;40.58;1.09;7.57
2021-08-29;B;31.22;55.16;20.41;48.88;10.81;6.28
2021-11-22;E;26.16;47.58;21.38;54.11;4.78;-6.53
2022-03-06;A;27.42;37.12;21.68;59.32;5.74;-22.2
2022-05-12;C;22.47;60.81;21.99;40.11;0.48;20.7
2022-08-17;C;25.18;64.27;22.07;43.06;3.11;21.21
2022-08-29;C;22.98;44.3;25.92;49.83;-2.94;-5.53
