day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-02;A;27.45;48.48;27.42;47.5;0.03;0.98
2020-04-02;B;22.87;41.76;24.48;47.29;-1.61;-5.53
2020-04-13;B;23.69;45.66;26.37;44.06;-2.68;1.6
2020-07-05;B;25.41;36.14;23.74;49.36;1.67;-13.22
2020-11-03;A;24.51;68.79;24.04;37.68;0.47;31.11
2020-11-16;A;23.57;60.53;27.02;51.63;-3.45;8.9
2021-01-24;A;23.44;46.03;22.33;57.38;1.11;-11.35
2021-02-01;A;15.43;59.42;21.25;43.37;-5.82;16.05
2021-02-05;A;21.38;50.0;24.14;41.09;-2.76;8.91
2021-02-22;A;27.45;58.73;26.01;45.56;1.44;13.17
2021-06-07;D;22.71;53.76;22.82;56.49;-0.11;-2.73
2021-08-22;E;22.05;47.93;28.55;69.07;-6.5;-21.14
2021-11-24;D;21.87;70.58;22.31;49.15;-0.44;21.43
2022-02-03;B;24.57;46.5;22.19;50.5;2.38;-4.0
2022-02-16;B;23.85;49.82;19.6;48.03;4.25;1.79
2022-02-24;D;25.28;45.35;21.42;64.34;3.86;-18.99
2022-04-07;D;21.38;39.07;22.21;51.81;-0.83;-12.74
2022-05-13;E;17.83;59.57;26.68;51.4;-8.85;8.17
2022-05-28;C;24.14;51.87;22.4;40.17;1.74;11.7
2022-06-27;A;20.91;55.85;22.83;63.36;-1.92;-7.51
