day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-16;A;17.71;37.29;21.26;48.84;-3.55;-11.55
2020-05-15;C;23.89;55.75;26.97;43.41;-3.08;12.34
2020-06-03;E;23.24;39.95;22.98;47.5;0.26;-7.55
2020-06-18;C;23.79;51.38;25.55;61.77;-1.76;-10.39
2020-10-31;A;23.84;49.99;25.14;53.58;-1.3;-3.59
2020-12-18;D;27.67;39.14;24.3;45.12;3.37;-5.98
2021-01-14;E;27.7;48.2;25.51;63.16;2.19;-14.96
2021-07-17;E;25.07;42.48;22.2;56.98;2.87;-14.5
2021-09-10;E;22.13;41.38;23.68;53.6;-1.55;-12.22
2021-10-18;C;25.81;48.6;27.87;33.04;-2.06;15.56
2021-10-19;D;26.97;54.09;26.53;51.4;0.44;2.69
2021-12-09;A;23.5;45.23;25.15;53.33;-1.65;-8.1
2022-04-19;C;26.32;39.44;22.76;52.31;3.56;-12.87
2022-06-06;B;21.82;51.83;24.45;53.7;-2.63;-1.87
2022-06-13;A;22.04;55.27;23.55;38.52;-1.51;16.75
2022-06-14;A;25.56;42.42;25.24;48.51;0.32;-6.09
2022-06-23;D;26.57;48.45;24.34;46.34;2.23;2.11
2022-06-26;D;21.12;64.76;24.61;63.91;-3.49;0.85
2022-07-14;E;27.42;47.79;24.1;40.69;3.32;7.1
2022-07-27;A;22.89;67.02;28.07;77.01;-5.18;-9.99
2022-08-17;A;24.8;50.29;25.89;50.6;-1.09;-0.31
