day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-18;E;27.05;55.84;23.5;45.4;3.55;10.44
2020-06-05;D;24.13;50.13;20.23;44.32;3.9;5.81
2020-08-31;A;25.39;50.37;22.33;52.5;3.06;-2.13
2020-09-06;D;24.34;38.57;19.24;47.08;5.1;-8.51
2020-09-09;C;26.06;45.78;27.05;67.05;-0.99;-21.27
2021-02-17;D;26.0;61.73;24.33;50.39;1.67;11.34
2021-04-19;B;24.22;40.53;24.51;52.88;-0.29;-12.35
2021-05-24;B;23.81;60.29;19.58;52.8;4.23;7.49
2021-06-06;B;22.9;46.33;21.33;53.97;1.57;-7.64
2021-06-13;D;21.17;39.05;23.6;59.46;-2.43;-20.41
2021-08-27;C;25.79;39.97;25.23;46.71;0.56;-6.74
2021-11-30;E;19.5;50.04;24.67;49.26;-5.17;0.78
2021-12-19;E;23.28;58.59;23.94;49.93;-0.66;8.66
2022-02-03;C;25.2;42.17;25.49;45.79;-0.29;-3.62
2022-02-23;A;23.88;37.61;25.35;56.53;-1.47;-18.92
2022-03-01;A;21.64;48.44;23.4;54.34;-1.76;-5.9
2022-03-14;E;25.84;36.13;24.3;50.26;1.54;-14.13
2022-04-22;D;20.02;44.39;20.73;58.92;-0.71;-14.53
2022-06-07;D;21.56;50.9;25.97;53.93;-4.41;-3.03
2022-08-12;A;28.41;48.76;23.42;37.35;4.99;11.41
