day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-07;B;28.42;47.8;28.34;48.26;0.08;-0.46
2020-04-11;D;18.69;55.85;26.84;33.11;-8.15;22.74
2020-05-25;A;27.02;41.13;21.85;53.79;5.17;-12.66
2020-06-08;D;23.58;42.25;23.47;48.15;0.11;-5.9
2020-08-03;D;20.44;47.99;24.81;50.65;-4.37;-2.66
2020-08-04;E;23.47;30.96;18.81;53.63;4.66;-22.67
2020-08-27;D;22.2;32.88;19.67;50.82;2.53;-17.94
2020-11-07;D;28.26;43.52;23.21;49.62;5.05;-6.1
2021-01-10;E;21.46;50.28;25.05;54.59;-3.59;-4.31
2021-01-30;A;21.89;37.43;23.51;32.77;-1.62;4.66
2021-03-01;B;18.85;46.43;20.0;50.35;-1.15;-3.92
2021-04-18;C;27.96;49.3;25.42;52.49;2.54;-3.19
2021-09-03;C;25.67;60.28;24.73;46.0;0.94;14.28
2021-09-17;E;20.4;47.85;21.1;66.13;-0.7;-18.28
2021-11-21;C;27.62;50.15;23.01;31.62;4.61;18.53
2021-12-03;E;23.67;33.5;26.37;43.59;-2.7;-10.09
2021-12-09;E;25.08;69.84;26.15;55.64;-1.07;14.2
2022-01-02;A;20.31;54.08;30.17;53.66;-9.86;0.42
2022-01-11;E;18.48;34.83;20.16;74.89;-1.68;-40.06
2022-01-18;C;23.06;48.59;24.19;52.67;-1.13;-4.08
2022-03-10;A;20.44;50.12;20.3;55.11;0.14;-4.99
2022-03-28;C;21.72;62.67;24.03;55.64;-2.31;7.03
2022-05-03;D;30.66;68.09;23.29;56.99;7.37;11.1
2022-08-20;C;23.09;48.69;24.18;53.63;-1.09;-4.94
