day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-20;B;23.54;47.87;20.37;50.95;3.17;-3.08
2020-10-18;D;22.51;52.41;22.77;53.48;-0.26;-1.07
2020-10-25;A;19.78;66.62;23.22;45.27;-3.44;21.35
2021-01-04;D;23.88;43.25;24.4;49.47;-0.52;-6.22
2021-01-04;E;25.54;58.66;24.99;45.34;0.55;13.32
2021-01-11;B;25.71;48.47;27.27;49.59;-1.56;-1.12
2021-01-28;D;20.4;43.32;26.34;48.21;-5.94;-4.89
2021-03-06;D;23.19;53.49;23.76;60.51;-0.57;-7.02
2021-03-17;B;22.65;58.6;25.16;40.25;-2.51;18.35
2021-04-09;C;26.89;34.96;21.14;44.26;5.75;-9.3
2021-05-14;E;19.55;48.65;26.34;54.25;-6.79;-5.6
2021-06-10;B;22.31;40.85;32.02;40.45;-9.71;0.4
2021-07-24;D;23.22;45.48;20.8;48.86;2.42;-3.38
2021-09-03;A;23.5;45.3;28.48;74.19;-4.98;-28.89
2021-10-11;A;25.46;64.85;24.73;46.83;0.73;18.02
2021-10-17;D;24.67;51.79;22.46;47.43;2.21;4.36
2021-10-22;D;25.06;55.67;23.14;50.67;1.92;5.0
2021-11-03;C;24.15;37.08;22.23;32.94;1.92;4.14
2021-12-03;B;24.06;49.19;25.53;56.82;-1.47;-7.63
2022-03-31;A;21.12;56.54;21.18;42.51;-0.06;14.03
2022-07-23;B;25.83;42.62;23.65;54.18;2.18;-11.56
