day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-28;A;24.12;61.49;27.01;56.89;-2.89;4.6
2020-05-15;B;23.52;38.59;21.16;43.53;2.36;-4.94
2020-06-20;A;25.97;57.5;22.82;42.83;3.15;14.67
2020-08-04;A;24.07;56.31;27.41;45.78;-3.34;10.53
2020-08-05;B;21.04;34.86;24.16;62.52;-3.12;-27.66
2020-08-08;E;25.89;57.22;27.91;52.41;-2.02;4.81
2020-09-09;A;26.7;44.85;25.22;56.61;1.48;-11.76
2020-09-19;A;27.75;29.46;24.48;53.99;3.27;-24.53
2020-11-12;E;25.92;40.43;24.5;35.49;1.42;4.94
2020-12-04;A;24.94;65.13;17.86;38.34;7.08;26.79
2020-12-07;D;20.3;45.52;25.98;44.57;-5.68;0.95
2020-12-25;D;27.68;47.88;26.85;48.23;0.83;-0.35
2021-02-07;B;23.53;37.24;23.03;48.43;0.5;-11.19
2021-03-23;C;29.67;31.19;23.01;45.92;6.66;-14.73
2021-04-05;D;21.12;49.8;21.56;66.72;-0.44;-16.92
2021-05-07;C;27.5;50.63;25.96;56.24;1.54;-5.61
2021-06-02;A;21.14;57.82;23.51;60.27;-2.37;-2.45
2021-07-07;B;22.21;50.44;20.5;50.0;1.71;0.44
2021-08-19;B;21.61;54.63;24.46;40.04;-2.85;14.59
2022-02-10;D;21.77;44.4;23.95;53.22;-2.18;-8.82
2022-02-15;C;24.23;48.84;23.53;36.95;0.7;11.89
2022-04-16;C;24.82;57.93;20.77;42.66;4.05;15.27
2022-06-14;B;26.07;51.47;19.5;47.95;6.57;3.52
2022-06-28;E;22.99;41.89;22.99;57.94;0.0;-16.05
2022-07-07;D;25.88;38.92;25.73;42.87;0.15;-3.95
2022-08-07;B;23.22;54.73;24.19;51.38;-0.97;3.35
