day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-26;D;24.07;55.91;25.17;39.99;-1.1;15.92
2020-06-30;E;17.93;56.12;24.79;54.37;-6.86;1.75
2020-07-30;E;24.37;57.14;27.93;59.1;-3.56;-1.96
2020-08-29;A;24.3;61.6;23.32;44.4;0.98;17.2
2020-10-22;C;26.18;57.01;26.79;46.28;-0.61;10.73
2020-10-28;C;21.6;50.93;24.96;55.44;-3.36;-4.51
2020-11-11;A;25.99;54.11;22.94;59.43;3.05;-5.32
2021-03-27;C;27.4;32.01;20.29;46.09;7.11;-14.08
2021-04-11;A;27.36;51.88;27.01;45.64;0.35;6.24
2021-05-29;E;22.81;38.34;24.96;62.79;-2.15;-24.45
2021-05-29;A;22.45;42.73;25.45;46.89;-3.0;-4.16
2021-06-10;E;21.63;56.74;19.51;46.8;2.12;9.94
2021-07-18;B;20.24;63.15;22.19;62.02;-1.95;1.13
2021-10-26;B;20.93;52.38;21.8;53.71;-0.87;-1.33
2022-02-18;A;24.55;51.1;27.75;50.34;-3.2;0.76
2022-05-01;B;24.4;46.08;23.99;38.87;0.41;7.21
2022-07-07;A;27.0;40.89;28.17;60.55;-1.17;-19.66
2022-08-06;B;29.3;41.76;26.3;37.35;3.0;4.41
