day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-03;A;26.84;46.34;25.25;46.41;1.59;-0.07
2020-06-04;D;21.8;63.23;19.64;54.75;2.16;8.48
2020-06-06;A;28.99;54.54;26.78;65.14;2.21;-10.6
2020-06-28;E;20.73;56.39;21.34;35.62;-0.61;20.77
2020-07-07;D;24.96;46.04;21.76;57.55;3.2;-11.51
2020-07-10;B;24.37;53.58;23.75;64.33;0.62;-10.75
2020-07-20;D;22.98;60.01;25.76;51.49;-2.78;8.52
2020-07-22;C;26.01;60.99;20.77;54.52;5.24;6.47
2020-08-16;A;19.58;67.39;20.97;51.35;-1.39;16.04
2020-08-30;A;23.88;47.88;23.02;64.09;0.86;-16.21
2020-08-31;D;22.59;49.48;24.37;49.63;-1.78;-0.15
2020-09-12;C;21.71;55.83;22.7;58.62;-0.99;-2.79
2020-09-24;D;27.62;43.44;25.09;52.9;2.53;-9.46
2020-09-27;E;23.97;33.34;20.4;58.46;3.57;-25.12
2020-10-19;A;24.45;47.65;26.62;34.51;-2.17;13.14
2020-11-30;B;27.83;47.76;21.85;56.43;5.98;-8.67
2021-04-19;C;18.91;48.54;25.36;41.01;-6.45;7.53
2021-05-15;D;25.28;50.7;20.05;62.94;5.23;-12.24
2021-11-14;A;26.19;60.51;25.2;54.76;0.99;5.75
2022-01-28;A;24.63;53.84;25.58;52.95;-0.95;0.89
2022-02-28;B;24.42;40.21;23.67;49.08;0.75;-8.87
2022-04-17;B;24.75;26.5;21.79;47.62;2.96;-21.12
2022-04-20;D;28.94;51.4;22.6;52.89;6.34;-1.49
2022-06-05;A;26.92;43.21;25.35;49.84;1.57;-6.63
2022-07-07;E;24.34;71.99;24.44;70.69;-0.1;1.3
