day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-30;B;21.75;35.65;22.57;55.89;-0.82;-20.24
2020-07-05;D;17.33;56.04;21.87;50.9;-4.54;5.14
2020-07-07;E;25.61;49.02;25.16;69.61;0.45;-20.59
2020-07-13;B;25.15;47.93;20.7;52.02;4.45;-4.09
2020-07-20;B;25.87;62.54;22.23;47.54;3.64;15.0
2020-10-29;C;28.36;37.38;21.91;47.23;6.45;-9.85
2020-11-13;B;22.92;39.49;25.65;46.69;-2.73;-7.2
2021-01-28;B;21.42;34.54;23.99;61.36;-2.57;-26.82
2021-02-10;E;21.89;36.25;23.03;53.1;-1.14;-16.85
2021-05-08;C;23.47;45.76;20.36;37.18;3.11;8.58
2021-06-06;E;24.78;56.55;25.67;56.28;-0.89;0.27
2021-07-03;C;24.34;33.22;22.61;38.99;1.73;-5.77
2021-08-19;A;22.1;57.74;19.51;55.06;2.59;2.68
2021-08-29;E;23.13;44.39;23.04;62.77;0.09;-18.38
2021-09-04;D;24.67;52.66;25.44;49.26;-0.77;3.4
2021-09-21;E;22.15;47.36;20.43;64.62;1.72;-17.26
2021-10-19;A;26.29;50.44;21.1;42.65;5.19;7.79
2021-10-22;C;26.35;47.57;26.23;60.86;0.12;-13.29
2022-01-03;B;22.2;59.61;19.65;47.84;2.55;11.77
2022-02-13;A;24.65;39.16;28.09;57.28;-3.44;-18.12
2022-02-20;E;22.66;53.62;25.61;40.04;-2.95;13.58
2022-05-07;E;19.85;49.7;22.24;52.19;-2.39;-2.49
2022-05-17;E;22.24;58.5;26.39;56.92;-4.15;1.58
2022-07-28;E;18.82;62.13;25.94;63.02;-7.12;-0.89
2022-08-13;D;24.01;43.0;18.78;44.03;5.23;-1.03
2022-08-16;E;22.12;54.77;25.32;41.87;-3.2;12.9
2022-08-19;C;20.52;38.57;23.63;56.1;-3.11;-17.53
2022-08-25;A;22.91;51.56;24.76;70.38;-1.85;-18.82
2022-08-28;C;22.51;58.86;22.97;47.6;-0.46;11.26
