day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-06;E;24.01;50.56;24.49;41.83;-0.48;8.73
2020-07-29;A;21.33;49.94;27.37;41.82;-6.04;8.12
2020-07-31;A;22.86;55.27;23.54;55.41;-0.68;-0.14
2020-08-08;B;22.76;47.44;24.62;56.16;-1.86;-8.72
2020-09-05;D;21.7;60.08;19.86;54.32;1.84;5.76
2020-09-08;E;27.15;52.87;25.24;57.64;1.91;-4.77
2020-09-25;B;22.46;49.46;24.37;58.9;-1.91;-9.44
2020-12-09;D;23.27;48.45;21.36;47.53;1.91;0.92
2021-01-12;B;23.18;46.03;24.38;51.81;-1.2;-5.78
2021-01-25;A;24.4;17.98;25.3;46.96;-0.9;-28.98
2021-03-27;B;25.6;48.31;23.0;60.56;2.6;-12.25
2021-05-28;A;26.18;59.17;24.99;56.12;1.19;3.05
2021-06-11;B;24.71;45.38;26.68;46.06;-1.97;-0.68
2021-06-24;A;22.86;50.49;20.43;39.08;2.43;11.41
2021-06-26;C;20.25;53.54;28.38;51.17;-8.13;2.37
2021-07-20;E;19.66;53.43;22.41;53.29;-2.75;0.14
2021-07-28;E;24.01;52.67;28.53;60.58;-4.52;-7.91
2021-09-23;C;24.81;60.41;26.57;60.71;-1.76;-0.3
2021-10-26;D;23.45;61.12;18.5;44.02;4.95;17.1
2021-11-20;B;24.8;47.97;27.84;45.76;-3.04;2.21
2021-12-29;D;24.22;29.07;23.39;29.79;0.83;-0.72
2021-12-30;A;26.32;35.53;21.24;47.56;5.08;-12.03
2022-01-05;D;22.76;56.4;25.04;42.07;-2.28;14.33
2022-08-03;A;21.64;56.47;24.39;53.05;-2.75;3.42
2022-08-26;E;27.12;64.57;21.07;52.55;6.05;12.02
2022-08-27;B;26.91;50.88;21.35;33.48;5.56;17.4
