day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-02;E;22.03;46.69;25.83;59.64;-3.8;-12.95
2020-05-20;C;26.91;72.76;23.79;58.56;3.12;14.2
2020-05-22;D;25.37;52.88;25.12;61.19;0.25;-8.31
2020-07-23;A;25.01;41.75;19.6;47.1;5.41;-5.35
2020-08-02;C;23.13;46.41;23.75;36.96;-0.62;9.45
2020-08-07;B;23.9;41.36;21.29;50.66;2.61;-9.3
2020-09-09;E;24.36;64.44;19.0;63.72;5.36;0.72
2020-10-20;B;21.42;63.85;26.51;46.76;-5.09;17.09
2020-11-30;D;23.58;47.67;23.4;35.86;0.18;11.81
2021-01-27;D;27.1;52.33;26.08;53.11;1.02;-0.78
2021-03-03;C;25.15;69.16;19.11;62.87;6.04;6.29
2021-03-22;A;27.35;62.3;23.71;39.25;3.64;23.05
2021-03-22;C;23.2;39.83;25.08;42.46;-1.88;-2.63
2021-08-03;A;21.34;43.47;23.21;40.7;-1.87;2.77
2021-10-15;C;24.85;49.16;20.17;57.15;4.68;-7.99
2022-02-18;D;25.89;40.97;23.14;42.81;2.75;-1.84
2022-07-02;D;23.09;42.87;21.74;73.79;1.35;-30.92
2022-07-24;B;22.71;44.78;24.32;52.0;-1.61;-7.22
