day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-06;A;23.99;54.46;23.44;34.21;0.55;20.25
2020-04-24;E;24.5;48.62;22.47;68.8;2.03;-20.18
2020-05-09;E;23.48;40.25;20.54;46.61;2.94;-6.36
2020-06-26;E;22.2;62.81;26.75;54.35;-4.55;8.46
2020-06-30;D;23.24;48.06;19.08;53.77;4.16;-5.71
2020-07-03;D;20.5;53.25;24.55;55.46;-4.05;-2.21
2020-09-17;B;23.36;54.91;23.59;60.46;-0.23;-5.55
2020-09-25;D;22.96;41.02;25.38;50.55;-2.42;-9.53
2021-04-01;D;21.67;62.79;27.14;36.33;-5.47;26.46
2021-04-11;E;24.67;36.84;23.74;49.14;0.93;-12.3
2021-06-02;E;23.79;60.88;21.91;49.15;1.88;11.73
2022-05-09;D;23.05;43.07;27.54;48.81;-4.49;-5.74
2022-06-03;A;18.9;39.27;19.3;51.59;-0.4;-12.32
2022-07-06;C;26.1;55.44;20.84;51.63;5.26;3.81
