day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-10-02;D;25.83;60.75;22.96;47.59;2.87;13.16
2020-10-20;C;23.24;49.92;24.51;58.38;-1.27;-8.46
2021-02-14;D;23.21;50.82;23.65;52.52;-0.44;-1.7
2021-04-30;D;22.42;53.74;23.43;40.41;-1.01;13.33
2021-05-26;D;20.68;63.55;23.62;46.23;-2.94;17.32
2021-07-10;A;25.79;59.89;25.04;49.84;0.75;10.05
2021-09-26;C;23.75;60.04;24.19;45.31;-0.44;14.73
2022-01-03;A;23.24;38.88;18.92;51.68;4.32;-12.8
2022-01-21;C;20.58;50.84;25.36;49.32;-4.78;1.52
2022-02-04;D;26.38;60.46;20.01;44.79;6.37;15.67
2022-04-02;A;24.73;48.58;21.11;42.27;3.62;6.31
2022-04-22;E;25.96;56.75;28.17;42.78;-2.21;13.97
2022-06-16;E;25.55;52.54;21.68;51.18;3.87;1.36
2022-08-03;C;29.04;54.26;26.37;55.22;2.67;-0.96
2022-08-04;E;15.92;54.2;23.73;54.12;-7.81;0.08
2022-08-23;D;21.15;46.74;26.62;48.12;-5.47;-1.38
