day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-18;A;22.82;56.29;25.08;47.17;-2.26;9.12
2020-07-21;B;24.4;63.81;19.12;46.3;5.28;17.51
2020-11-14;A;17.63;56.88;27.08;44.04;-9.45;12.84
2020-12-20;B;24.9;58.17;23.0;41.28;1.9;16.89
2021-02-22;D;23.0;34.78;22.53;52.45;0.47;-17.67
2021-03-08;A;26.15;44.14;20.03;62.7;6.12;-18.56
2021-03-18;A;22.5;18.35;22.98;51.89;-0.48;-33.54
2021-04-18;D;24.62;50.99;22.66;42.28;1.96;8.71
2021-06-04;B;23.38;61.52;25.88;47.36;-2.5;14.16
2021-10-05;A;23.82;29.08;24.55;60.11;-0.73;-31.03
2021-10-10;A;27.17;41.67;24.15;52.75;3.02;-11.08
2021-10-12;A;25.45;47.77;22.47;45.18;2.98;2.59
2021-12-19;B;24.94;59.04;25.16;71.34;-0.22;-12.3
2022-01-10;A;26.73;58.2;25.63;63.52;1.1;-5.32
2022-01-23;E;18.54;41.8;24.21;37.75;-5.67;4.05
2022-01-31;A;22.7;68.77;26.71;63.6;-4.01;5.17
2022-02-09;B;22.43;34.61;25.07;61.38;-2.64;-26.77
2022-03-20;C;23.43;54.53;17.48;61.6;5.95;-7.07
2022-05-12;A;24.96;42.93;23.8;41.5;1.16;1.43
2022-05-30;D;25.46;45.17;21.74;46.06;3.72;-0.89
2022-08-21;E;26.95;56.25;21.2;56.68;5.75;-0.43
