day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-31;E;24.51;51.22;23.04;55.27;1.47;-4.05
2020-06-01;C;22.87;47.33;25.96;46.05;-3.09;1.28
2020-07-24;B;24.55;53.43;25.23;46.78;-0.68;6.65
2020-09-06;B;17.75;55.65;26.17;55.15;-8.42;0.5
2020-10-02;C;25.05;53.93;24.17;53.63;0.88;0.3
2021-01-25;E;28.48;53.26;25.32;53.26;3.16;0.0
2021-01-26;C;24.62;51.39;21.0;43.27;3.62;8.12
2021-03-20;C;26.08;66.21;23.19;56.05;2.89;10.16
2021-05-04;D;23.14;60.11;23.54;69.26;-0.4;-9.15
2021-05-25;D;24.88;46.63;21.11;43.6;3.77;3.03
2021-09-24;B;24.5;59.57;25.23;40.32;-0.73;19.25
2021-10-27;C;17.07;42.35;26.04;61.68;-8.97;-19.33
2021-12-01;B;19.46;48.58;26.42;64.33;-6.96;-15.75
2021-12-01;C;20.15;54.64;24.79;46.97;-4.64;7.67
2022-02-17;E;27.41;46.98;21.79;43.84;5.62;3.14
2022-04-04;E;20.66;47.18;25.09;54.72;-4.43;-7.54
2022-06-28;D;21.52;31.51;18.37;49.29;3.15;-17.78
2022-08-19;B;26.24;45.22;26.49;50.49;-0.25;-5.27
