day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-08-14;E;27.95;42.51;22.03;54.76;5.92;-12.25
2020-08-29;D;24.13;50.88;24.28;48.27;-0.15;2.61
2020-10-05;B;26.4;34.31;24.41;44.56;1.99;-10.25
2020-10-09;D;26.97;46.07;22.23;74.21;4.74;-28.14
2020-10-28;B;24.07;49.5;26.2;50.6;-2.13;-1.1
2021-02-06;E;21.35;39.8;18.32;46.25;3.03;-6.45
2021-03-25;A;23.85;49.11;24.79;57.37;-0.94;-8.26
2021-04-20;E;19.32;57.53;21.16;34.42;-1.84;23.11
2021-04-28;C;21.46;38.99;26.97;40.48;-5.51;-1.49
2021-05-02;D;26.68;46.85;22.18;54.74;4.5;-7.89
2021-05-07;D;22.22;58.4;24.18;42.41;-1.96;15.99
2021-05-15;A;22.35;40.37;24.15;50.85;-1.8;-10.48
2021-06-10;C;27.17;53.17;19.06;57.49;8.11;-4.32
2021-06-15;E;24.05;42.98;24.65;51.25;-0.6;-8.27
2021-07-02;A;22.35;58.7;25.06;53.85;-2.71;4.85
2021-08-22;B;21.84;57.26;23.14;60.83;-1.3;-3.57
2021-10-03;D;21.44;45.9;24.8;32.69;-3.36;13.21
2021-11-22;B;25.75;53.59;23.74;49.22;2.01;4.37
2022-01-13;E;24.35;45.79;27.06;64.57;-2.71;-18.78
2022-01-14;E;25.71;54.93;22.5;39.06;3.21;15.87
2022-02-18;E;23.26;48.94;21.28;51.99;1.98;-3.05
2022-02-19;A;26.1;50.48;24.7;61.02;1.4;-10.54
2022-03-07;B;19.83;42.51;23.27;51.3;-3.44;-8.79
2022-03-30;E;24.31;59.88;25.71;48.67;-1.4;11.21
2022-05-25;C;22.51;43.26;24.82;48.07;-2.31;-4.81
2022-06-02;D;22.0;47.89;21.67;49.93;0.33;-2.04
2022-06-05;C;24.15;56.05;24.67;57.45;-0.52;-1.4
2022-07-05;A;29.47;55.56;21.65;55.26;7.82;0.3
2022-08-02;D;29.95;45.1;23.57;55.52;6.38;-10.42
