day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-12;C;21.87;63.01;26.31;58.62;-4.44;4.39
2020-08-19;A;25.47;49.14;23.68;51.87;1.79;-2.73
2020-08-22;B;26.96;58.42;25.47;43.92;1.49;14.5
2020-12-13;C;30.39;47.96;20.08;55.56;10.31;-7.6
2021-07-26;A;20.98;42.24;21.76;51.99;-0.78;-9.75
2021-10-04;D;25.19;54.84;23.36;59.9;1.83;-5.06
2021-10-11;C;23.62;49.23;24.73;35.68;-1.11;13.55
2021-11-20;D;24.45;62.83;19.34;64.78;5.11;-1.95
2021-12-25;A;23.92;54.62;23.67;50.86;0.25;3.76
2022-01-11;D;21.65;60.43;22.4;54.09;-0.75;6.34
2022-03-04;E;21.88;64.8;24.24;55.4;-2.36;9.4
2022-06-06;D;20.33;46.44;23.31;40.84;-2.98;5.6
